Group	Genes	Taxa	IDs
ORTHOMCL20483	3	1	Spis11406(StylophoraPistillata) Spis19405(StylophoraPistillata) Spis13659(StylophoraPistillata)
ORTHOMCL20484	3	1	Spis9222(StylophoraPistillata) Spis11729(StylophoraPistillata) Spis20837(StylophoraPistillata)
ORTHOMCL20485	3	1	Spis6924(StylophoraPistillata) Spis22333(StylophoraPistillata) Spis22465(StylophoraPistillata)
ORTHOMCL20486	3	1	Spis5308(StylophoraPistillata) Spis6088(StylophoraPistillata) Spis10082(StylophoraPistillata)
ORTHOMCL20487	3	1	Spis10283(StylophoraPistillata) Spis4003(StylophoraPistillata) Spis10282(StylophoraPistillata)
ORTHOMCL20488	3	1	Spis15943(StylophoraPistillata) Spis9565(StylophoraPistillata) Spis9434(StylophoraPistillata)
ORTHOMCL20489	3	1	Spis6689(StylophoraPistillata) Spis7969(StylophoraPistillata) Spis23688(StylophoraPistillata)
ORTHOMCL20490	3	1	Spis13644(StylophoraPistillata) Spis22834(StylophoraPistillata) Spis16196(StylophoraPistillata)
ORTHOMCL20491	3	1	Spis18724(StylophoraPistillata) Spis21583(StylophoraPistillata) Spis8267(StylophoraPistillata)
ORTHOMCL20492	3	1	Spis5864(StylophoraPistillata) Spis22405(StylophoraPistillata) Spis10832(StylophoraPistillata)
ORTHOMCL20493	3	1	Spis9553(StylophoraPistillata) Spis5601(StylophoraPistillata) Spis18098(StylophoraPistillata)
ORTHOMCL20494	3	1	Spis18139(StylophoraPistillata) Spis24091(StylophoraPistillata) Spis18138(StylophoraPistillata)
ORTHOMCL20495	3	1	Spis6581(StylophoraPistillata) Spis8367(StylophoraPistillata) Spis24008(StylophoraPistillata)
ORTHOMCL20496	3	1	Spis22472(StylophoraPistillata) Spis11728(StylophoraPistillata) Spis11730(StylophoraPistillata)
ORTHOMCL20497	3	1	Spis21670(StylophoraPistillata) Spis22842(StylophoraPistillata) Spis22837(StylophoraPistillata)
ORTHOMCL20498	3	1	Spis13953(StylophoraPistillata) Spis1938(StylophoraPistillata) Spis23926(StylophoraPistillata)
ORTHOMCL20499	3	1	Spis2610(StylophoraPistillata) Spis10875(StylophoraPistillata) Spis22063(StylophoraPistillata)
ORTHOMCL20500	3	1	Spis21743(StylophoraPistillata) Spis9225(StylophoraPistillata) Spis23772(StylophoraPistillata)
ORTHOMCL20501	3	1	Spis6890(StylophoraPistillata) Spis17666(StylophoraPistillata) Spis10664(StylophoraPistillata)
ORTHOMCL20502	3	1	Spis3907(StylophoraPistillata) Spis21006(StylophoraPistillata) Spis18923(StylophoraPistillata)
ORTHOMCL20503	3	1	Spis22786(StylophoraPistillata) Spis17712(StylophoraPistillata) Spis19859(StylophoraPistillata)
ORTHOMCL20504	3	1	Spis21591(StylophoraPistillata) Spis21593(StylophoraPistillata) Spis22161(StylophoraPistillata)
ORTHOMCL20505	3	1	Spis23998(StylophoraPistillata) Spis20430(StylophoraPistillata) Spis21064(StylophoraPistillata)
ORTHOMCL20506	3	1	Spis22183(StylophoraPistillata) Spis23954(StylophoraPistillata) Spis22651(StylophoraPistillata)
ORTHOMCL20507	3	1	Spis21458(StylophoraPistillata) Spis14308(StylophoraPistillata) Spis17611(StylophoraPistillata)
ORTHOMCL28842	2	1	Spis25605(StylophoraPistillata) Spis732(StylophoraPistillata)
ORTHOMCL28843	2	1	Spis25445(StylophoraPistillata) Spis25595(StylophoraPistillata)
ORTHOMCL28844	2	1	Spis24677(StylophoraPistillata) Spis11077(StylophoraPistillata)
ORTHOMCL28845	2	1	Spis7035(StylophoraPistillata) Spis7037(StylophoraPistillata)
ORTHOMCL28846	2	1	Spis25381(StylophoraPistillata) Spis25392(StylophoraPistillata)
ORTHOMCL28847	2	1	Spis25301(StylophoraPistillata) Spis25203(StylophoraPistillata)
ORTHOMCL28848	2	1	Spis16294(StylophoraPistillata) Spis16265(StylophoraPistillata)
ORTHOMCL28849	2	1	Spis22466(StylophoraPistillata) Spis21982(StylophoraPistillata)
ORTHOMCL28850	2	1	Spis23493(StylophoraPistillata) Spis23049(StylophoraPistillata)
ORTHOMCL28851	2	1	Spis10633(StylophoraPistillata) Spis14446(StylophoraPistillata)
ORTHOMCL28852	2	1	Spis20283(StylophoraPistillata) Spis8568(StylophoraPistillata)
ORTHOMCL28853	2	1	Spis17194(StylophoraPistillata) Spis16530(StylophoraPistillata)
ORTHOMCL28854	2	1	Spis24301(StylophoraPistillata) Spis23057(StylophoraPistillata)
ORTHOMCL28855	2	1	Spis24621(StylophoraPistillata) Spis19729(StylophoraPistillata)
ORTHOMCL28856	2	1	Spis24285(StylophoraPistillata) Spis12376(StylophoraPistillata)
ORTHOMCL28857	2	1	Spis24701(StylophoraPistillata) Spis21198(StylophoraPistillata)
ORTHOMCL28858	2	1	Spis25609(StylophoraPistillata) Spis17366(StylophoraPistillata)
ORTHOMCL28859	2	1	Spis24681(StylophoraPistillata) Spis19326(StylophoraPistillata)
ORTHOMCL28860	2	1	Spis25705(StylophoraPistillata) Spis22280(StylophoraPistillata)
ORTHOMCL28861	2	1	Spis25193(StylophoraPistillata) Spis25348(StylophoraPistillata)
ORTHOMCL28862	2	1	Spis25385(StylophoraPistillata) Spis25636(StylophoraPistillata)
ORTHOMCL28863	2	1	Spis3327(StylophoraPistillata) Spis20038(StylophoraPistillata)
ORTHOMCL28864	2	1	Spis24729(StylophoraPistillata) Spis24801(StylophoraPistillata)
ORTHOMCL28865	2	1	Spis7389(StylophoraPistillata) Spis17619(StylophoraPistillata)
ORTHOMCL28866	2	1	Spis22917(StylophoraPistillata) Spis3259(StylophoraPistillata)
ORTHOMCL28867	2	1	Spis13658(StylophoraPistillata) Spis22403(StylophoraPistillata)
ORTHOMCL28868	2	1	Spis25345(StylophoraPistillata) Spis25234(StylophoraPistillata)
ORTHOMCL28869	2	1	Spis25607(StylophoraPistillata) Spis25627(StylophoraPistillata)
ORTHOMCL28870	2	1	Spis24577(StylophoraPistillata) Spis21650(StylophoraPistillata)
ORTHOMCL28871	2	1	Spis24705(StylophoraPistillata) Spis9520(StylophoraPistillata)
ORTHOMCL28872	2	1	Spis24839(StylophoraPistillata) Spis24944(StylophoraPistillata)
ORTHOMCL28873	2	1	Spis24583(StylophoraPistillata) Spis1026(StylophoraPistillata)
ORTHOMCL28874	2	1	Spis12467(StylophoraPistillata) Spis22303(StylophoraPistillata)
ORTHOMCL28875	2	1	Spis25455(StylophoraPistillata) Spis25395(StylophoraPistillata)
ORTHOMCL28876	2	1	Spis25711(StylophoraPistillata) Spis23402(StylophoraPistillata)
ORTHOMCL28877	2	1	Spis24871(StylophoraPistillata) Spis24160(StylophoraPistillata)
ORTHOMCL28878	2	1	Spis21729(StylophoraPistillata) Spis23213(StylophoraPistillata)
ORTHOMCL28879	2	1	Spis25631(StylophoraPistillata) Spis24257(StylophoraPistillata)
ORTHOMCL28880	2	1	Spis6923(StylophoraPistillata) Spis22334(StylophoraPistillata)
ORTHOMCL28881	2	1	Spis24799(StylophoraPistillata) Spis22636(StylophoraPistillata)
ORTHOMCL28882	2	1	Spis24543(StylophoraPistillata) Spis5764(StylophoraPistillata)
ORTHOMCL28883	2	1	Spis15427(StylophoraPistillata) Spis15431(StylophoraPistillata)
ORTHOMCL28884	2	1	Spis11824(StylophoraPistillata) Spis14993(StylophoraPistillata)
ORTHOMCL28885	2	1	Spis25430(StylophoraPistillata) Spis25732(StylophoraPistillata)
ORTHOMCL28886	2	1	Spis15941(StylophoraPistillata) Spis12199(StylophoraPistillata)
ORTHOMCL28887	2	1	Spis24779(StylophoraPistillata) Spis24988(StylophoraPistillata)
ORTHOMCL28888	2	1	Spis24395(StylophoraPistillata) Spis5899(StylophoraPistillata)
ORTHOMCL28889	2	1	Spis25099(StylophoraPistillata) Spis21554(StylophoraPistillata)
ORTHOMCL28890	2	1	Spis25454(StylophoraPistillata) Spis25150(StylophoraPistillata)
ORTHOMCL28891	2	1	Spis25726(StylophoraPistillata) Spis22316(StylophoraPistillata)
ORTHOMCL28892	2	1	Spis24859(StylophoraPistillata) Spis23734(StylophoraPistillata)
ORTHOMCL28893	2	1	Spis25115(StylophoraPistillata) Spis23456(StylophoraPistillata)
ORTHOMCL28894	2	1	Spis25243(StylophoraPistillata) Spis23617(StylophoraPistillata)
ORTHOMCL28895	2	1	Spis24443(StylophoraPistillata) Spis6944(StylophoraPistillata)
ORTHOMCL28896	2	1	Spis9059(StylophoraPistillata) Spis7819(StylophoraPistillata)
ORTHOMCL28897	2	1	Spis25298(StylophoraPistillata) Spis25090(StylophoraPistillata)
ORTHOMCL28898	2	1	Spis25586(StylophoraPistillata) Spis25660(StylophoraPistillata)
ORTHOMCL28899	2	1	Spis3021(StylophoraPistillata) Spis19976(StylophoraPistillata)
ORTHOMCL28900	2	1	Spis25123(StylophoraPistillata) Spis23679(StylophoraPistillata)
ORTHOMCL28901	2	1	Spis19609(StylophoraPistillata) Spis4991(StylophoraPistillata)
ORTHOMCL28902	2	1	Spis25576(StylophoraPistillata) Spis15639(StylophoraPistillata)
ORTHOMCL28903	2	1	Spis18113(StylophoraPistillata) Spis18107(StylophoraPistillata)
ORTHOMCL28904	2	1	Spis24326(StylophoraPistillata) Spis23459(StylophoraPistillata)
ORTHOMCL28905	2	1	Spis25712(StylophoraPistillata) Spis21549(StylophoraPistillata)
ORTHOMCL28906	2	1	Spis22483(StylophoraPistillata) Spis19298(StylophoraPistillata)
ORTHOMCL28907	2	1	Spis25516(StylophoraPistillata) Spis4745(StylophoraPistillata)
ORTHOMCL28908	2	1	Spis24630(StylophoraPistillata) Spis15694(StylophoraPistillata)
ORTHOMCL28909	2	1	Spis25166(StylophoraPistillata) Spis24956(StylophoraPistillata)
ORTHOMCL28910	2	1	Spis20812(StylophoraPistillata) Spis20815(StylophoraPistillata)
ORTHOMCL28911	2	1	Spis8209(StylophoraPistillata) Spis21797(StylophoraPistillata)
ORTHOMCL28912	2	1	Spis5943(StylophoraPistillata) Spis14221(StylophoraPistillata)
ORTHOMCL28913	2	1	Spis23637(StylophoraPistillata) Spis17490(StylophoraPistillata)
ORTHOMCL28914	2	1	Spis25214(StylophoraPistillata) Spis22605(StylophoraPistillata)
ORTHOMCL28915	2	1	Spis24382(StylophoraPistillata) Spis20009(StylophoraPistillata)
ORTHOMCL28916	2	1	Spis24394(StylophoraPistillata) Spis5898(StylophoraPistillata)
ORTHOMCL28917	2	1	Spis24149(StylophoraPistillata) Spis12374(StylophoraPistillata)
ORTHOMCL28918	2	1	Spis24362(StylophoraPistillata) Spis24050(StylophoraPistillata)
ORTHOMCL28919	2	1	Spis24450(StylophoraPistillata) Spis5107(StylophoraPistillata)
ORTHOMCL28920	2	1	Spis13802(StylophoraPistillata) Spis21290(StylophoraPistillata)
ORTHOMCL28921	2	1	Spis24488(StylophoraPistillata) Spis18517(StylophoraPistillata)
ORTHOMCL28922	2	1	Spis19334(StylophoraPistillata) Spis21990(StylophoraPistillata)
ORTHOMCL28923	2	1	Spis24688(StylophoraPistillata) Spis4871(StylophoraPistillata)
ORTHOMCL28924	2	1	Spis25200(StylophoraPistillata) Spis22562(StylophoraPistillata)
ORTHOMCL28925	2	1	Spis16504(StylophoraPistillata) Spis19006(StylophoraPistillata)
ORTHOMCL28926	2	1	Spis25136(StylophoraPistillata) Spis25148(StylophoraPistillata)
ORTHOMCL28927	2	1	Spis24416(StylophoraPistillata) Spis21513(StylophoraPistillata)
ORTHOMCL28928	2	1	Spis25216(StylophoraPistillata) Spis24145(StylophoraPistillata)
ORTHOMCL28929	2	1	Spis7783(StylophoraPistillata) Spis7782(StylophoraPistillata)
ORTHOMCL28930	2	1	Spis20716(StylophoraPistillata) Spis18592(StylophoraPistillata)
ORTHOMCL28931	2	1	Spis24276(StylophoraPistillata) Spis16045(StylophoraPistillata)
ORTHOMCL28932	2	1	Spis25076(StylophoraPistillata) Spis23210(StylophoraPistillata)
ORTHOMCL28933	2	1	Spis24612(StylophoraPistillata) Spis24178(StylophoraPistillata)
ORTHOMCL28934	2	1	Spis24388(StylophoraPistillata) Spis23766(StylophoraPistillata)
ORTHOMCL28935	2	1	Spis5186(StylophoraPistillata) Spis5838(StylophoraPistillata)
ORTHOMCL28936	2	1	Spis542(StylophoraPistillata) Spis3497(StylophoraPistillata)
ORTHOMCL28937	2	1	Spis2059(StylophoraPistillata) Spis21363(StylophoraPistillata)
ORTHOMCL28938	2	1	Spis7413(StylophoraPistillata) Spis7408(StylophoraPistillata)
ORTHOMCL28939	2	1	Spis457(StylophoraPistillata) Spis4329(StylophoraPistillata)
ORTHOMCL28940	2	1	Spis7039(StylophoraPistillata) Spis23908(StylophoraPistillata)
ORTHOMCL28941	2	1	Spis6911(StylophoraPistillata) Spis10220(StylophoraPistillata)
ORTHOMCL28942	2	1	Spis358(StylophoraPistillata) Spis14875(StylophoraPistillata)
ORTHOMCL28943	2	1	Spis21317(StylophoraPistillata) Spis22165(StylophoraPistillata)
ORTHOMCL28944	2	1	Spis17719(StylophoraPistillata) Spis10642(StylophoraPistillata)
ORTHOMCL28945	2	1	Spis10449(StylophoraPistillata) Spis10450(StylophoraPistillata)
ORTHOMCL28946	2	1	Spis18682(StylophoraPistillata) Spis20730(StylophoraPistillata)
ORTHOMCL28947	2	1	Spis21125(StylophoraPistillata) Spis9466(StylophoraPistillata)
ORTHOMCL28948	2	1	Spis23021(StylophoraPistillata) Spis21724(StylophoraPistillata)
ORTHOMCL28949	2	1	Spis20323(StylophoraPistillata) Spis23538(StylophoraPistillata)
ORTHOMCL28950	2	1	Spis20067(StylophoraPistillata) Spis7513(StylophoraPistillata)
ORTHOMCL28951	2	1	Spis5474(StylophoraPistillata) Spis5475(StylophoraPistillata)
ORTHOMCL28952	2	1	Spis5239(StylophoraPistillata) Spis18066(StylophoraPistillata)
ORTHOMCL28953	2	1	Spis21461(StylophoraPistillata) Spis23444(StylophoraPistillata)
ORTHOMCL28954	2	1	Spis1305(StylophoraPistillata) Spis1299(StylophoraPistillata)
ORTHOMCL28955	2	1	Spis23133(StylophoraPistillata) Spis7383(StylophoraPistillata)
ORTHOMCL28956	2	1	Spis2047(StylophoraPistillata) Spis2048(StylophoraPistillata)
ORTHOMCL28957	2	1	Spis11106(StylophoraPistillata) Spis563(StylophoraPistillata)
ORTHOMCL28958	2	1	Spis3017(StylophoraPistillata) Spis3016(StylophoraPistillata)
ORTHOMCL28959	2	1	Spis16512(StylophoraPistillata) Spis16519(StylophoraPistillata)
ORTHOMCL28960	2	1	Spis21237(StylophoraPistillata) Spis385(StylophoraPistillata)
ORTHOMCL28961	2	1	Spis18537(StylophoraPistillata) Spis18538(StylophoraPistillata)
ORTHOMCL28962	2	1	Spis23677(StylophoraPistillata) Spis16435(StylophoraPistillata)
ORTHOMCL28963	2	1	Spis21301(StylophoraPistillata) Spis21296(StylophoraPistillata)
ORTHOMCL28964	2	1	Spis23101(StylophoraPistillata) Spis24193(StylophoraPistillata)
ORTHOMCL28965	2	1	Spis10894(StylophoraPistillata) Spis20705(StylophoraPistillata)
ORTHOMCL28966	2	1	Spis17326(StylophoraPistillata) Spis24096(StylophoraPistillata)
ORTHOMCL28967	2	1	Spis16813(StylophoraPistillata) Spis6068(StylophoraPistillata)
ORTHOMCL28968	2	1	Spis6586(StylophoraPistillata) Spis22215(StylophoraPistillata)
ORTHOMCL28969	2	1	Spis16427(StylophoraPistillata) Spis12985(StylophoraPistillata)
ORTHOMCL28970	2	1	Spis18421(StylophoraPistillata) Spis12000(StylophoraPistillata)
ORTHOMCL28971	2	1	Spis14949(StylophoraPistillata) Spis11240(StylophoraPistillata)
ORTHOMCL28972	2	1	Spis9385.t1(StylophoraPistillata) Spis23564(StylophoraPistillata)
ORTHOMCL28973	2	1	Spis19419(StylophoraPistillata) Spis19418(StylophoraPistillata)
ORTHOMCL28974	2	1	Spis6083(StylophoraPistillata) Spis6082(StylophoraPistillata)
ORTHOMCL28975	2	1	Spis13630(StylophoraPistillata) Spis23671(StylophoraPistillata)
ORTHOMCL28976	2	1	Spis16459(StylophoraPistillata) Spis22589(StylophoraPistillata)
ORTHOMCL28977	2	1	Spis6893(StylophoraPistillata) Spis7885(StylophoraPistillata)
ORTHOMCL28978	2	1	Spis1628(StylophoraPistillata) Spis2054(StylophoraPistillata)
ORTHOMCL28979	2	1	Spis11747(StylophoraPistillata) Spis20537(StylophoraPistillata)
ORTHOMCL28980	2	1	Spis14192(StylophoraPistillata) Spis22477(StylophoraPistillata)
ORTHOMCL28981	2	1	Spis11974(StylophoraPistillata) Spis21439(StylophoraPistillata)
ORTHOMCL28982	2	1	Spis17632(StylophoraPistillata) Spis3580(StylophoraPistillata)
ORTHOMCL28983	2	1	Spis14225(StylophoraPistillata) Spis14230(StylophoraPistillata)
ORTHOMCL28984	2	1	Spis251(StylophoraPistillata) Spis20991(StylophoraPistillata)
ORTHOMCL28985	2	1	Spis15769(StylophoraPistillata) Spis15768(StylophoraPistillata)
ORTHOMCL28986	2	1	Spis20656(StylophoraPistillata) Spis20654(StylophoraPistillata)
ORTHOMCL28987	2	1	Spis12937(StylophoraPistillata) Spis18444(StylophoraPistillata)
ORTHOMCL28988	2	1	Spis458(StylophoraPistillata) Spis9518(StylophoraPistillata)
ORTHOMCL28989	2	1	Spis5265(StylophoraPistillata) Spis20747(StylophoraPistillata)
ORTHOMCL28990	2	1	Spis1768(StylophoraPistillata) Spis1769(StylophoraPistillata)
ORTHOMCL28991	2	1	Spis11191(StylophoraPistillata) Spis11192.t1(StylophoraPistillata)
ORTHOMCL28992	2	1	Spis22832(StylophoraPistillata) Spis19094(StylophoraPistillata)
ORTHOMCL28993	2	1	Spis8044(StylophoraPistillata) Spis19239(StylophoraPistillata)
ORTHOMCL28994	2	1	Spis6249(StylophoraPistillata) Spis6248(StylophoraPistillata)
ORTHOMCL28995	2	1	Spis22190(StylophoraPistillata) Spis9585(StylophoraPistillata)
ORTHOMCL28996	2	1	Spis19411(StylophoraPistillata) Spis14557(StylophoraPistillata)
ORTHOMCL28997	2	1	Spis7113(StylophoraPistillata) Spis7112(StylophoraPistillata)
ORTHOMCL28998	2	1	Spis21081(StylophoraPistillata) Spis22986(StylophoraPistillata)
ORTHOMCL28999	2	1	Spis11239(StylophoraPistillata) Spis11230(StylophoraPistillata)
ORTHOMCL29000	2	1	Spis14200(StylophoraPistillata) Spis13539(StylophoraPistillata)
ORTHOMCL29001	2	1	Spis10437(StylophoraPistillata) Spis10522(StylophoraPistillata)
ORTHOMCL29002	2	1	Spis13654(StylophoraPistillata) Spis13656(StylophoraPistillata)
ORTHOMCL29003	2	1	Spis20600(StylophoraPistillata) Spis12176(StylophoraPistillata)
ORTHOMCL29004	2	1	Spis3422(StylophoraPistillata) Spis11973(StylophoraPistillata)
ORTHOMCL29005	2	1	Spis15006(StylophoraPistillata) Spis15378(StylophoraPistillata)
ORTHOMCL29006	2	1	Spis17582(StylophoraPistillata) Spis17578(StylophoraPistillata)
ORTHOMCL29007	2	1	Spis9993(StylophoraPistillata) Spis23036(StylophoraPistillata)
ORTHOMCL29008	2	1	Spis1940(StylophoraPistillata) Spis12807(StylophoraPistillata)
ORTHOMCL29009	2	1	Spis6456(StylophoraPistillata) Spis23800(StylophoraPistillata)
ORTHOMCL29010	2	1	Spis1005(StylophoraPistillata) Spis22241(StylophoraPistillata)
ORTHOMCL29011	2	1	Spis22662(StylophoraPistillata) Spis23662(StylophoraPistillata)
ORTHOMCL29012	2	1	Spis14592(StylophoraPistillata) Spis11645(StylophoraPistillata)
ORTHOMCL29013	2	1	Spis17938(StylophoraPistillata) Spis15726(StylophoraPistillata)
ORTHOMCL29014	2	1	Spis14206(StylophoraPistillata) Spis19892(StylophoraPistillata)
ORTHOMCL29015	2	1	Spis7302(StylophoraPistillata) Spis15013(StylophoraPistillata)
ORTHOMCL29016	2	1	Spis22356(StylophoraPistillata) Spis21092(StylophoraPistillata)
ORTHOMCL29017	2	1	Spis22614(StylophoraPistillata) Spis17852(StylophoraPistillata)
ORTHOMCL29018	2	1	Spis17986(StylophoraPistillata) Spis13974(StylophoraPistillata)
ORTHOMCL29019	2	1	Spis13031(StylophoraPistillata) Spis20782(StylophoraPistillata)
ORTHOMCL29020	2	1	Spis24215(StylophoraPistillata) Spis22064(StylophoraPistillata)
ORTHOMCL29021	2	1	Spis19948(StylophoraPistillata) Spis23584(StylophoraPistillata)
ORTHOMCL29022	2	1	Spis3579(StylophoraPistillata) Spis17633(StylophoraPistillata)
ORTHOMCL29023	2	1	Spis21295.t3(StylophoraPistillata) Spis9380.t1(StylophoraPistillata)
ORTHOMCL29024	2	1	Spis10235(StylophoraPistillata) Spis23368(StylophoraPistillata)
ORTHOMCL29025	2	1	Spis16923(StylophoraPistillata) Spis16931(StylophoraPistillata)
ORTHOMCL29026	2	1	Spis15510(StylophoraPistillata) Spis15509(StylophoraPistillata)
ORTHOMCL29027	2	1	Spis12935(StylophoraPistillata) Spis12934(StylophoraPistillata)
ORTHOMCL29028	2	1	Spis19111(StylophoraPistillata) Spis9870(StylophoraPistillata)
ORTHOMCL29029	2	1	Spis3559(StylophoraPistillata) Spis16567(StylophoraPistillata)
ORTHOMCL29030	2	1	Spis3849(StylophoraPistillata) Spis21483(StylophoraPistillata)
ORTHOMCL29031	2	1	Spis17396(StylophoraPistillata) Spis10965(StylophoraPistillata)
ORTHOMCL29032	2	1	Spis23951(StylophoraPistillata) Spis23282(StylophoraPistillata)
ORTHOMCL29033	2	1	Spis10323(StylophoraPistillata) Spis16319(StylophoraPistillata)
ORTHOMCL29034	2	1	Spis586(StylophoraPistillata) Spis17904(StylophoraPistillata)
ORTHOMCL29035	2	1	Spis6928(StylophoraPistillata) Spis22464(StylophoraPistillata)
ORTHOMCL29036	2	1	Spis11189(StylophoraPistillata) Spis17247(StylophoraPistillata)
ORTHOMCL29037	2	1	Spis20517(StylophoraPistillata) Spis22813(StylophoraPistillata)
ORTHOMCL29038	2	1	Spis1240(StylophoraPistillata) Spis18927(StylophoraPistillata)
ORTHOMCL29039	2	1	Spis6597(StylophoraPistillata) Spis23184(StylophoraPistillata)
ORTHOMCL29040	2	1	Spis742(StylophoraPistillata) Spis4839(StylophoraPistillata)
ORTHOMCL29041	2	1	Spis1031(StylophoraPistillata) Spis23731(StylophoraPistillata)
ORTHOMCL29042	2	1	Spis14712(StylophoraPistillata) Spis14709(StylophoraPistillata)
ORTHOMCL29043	2	1	Spis21915(StylophoraPistillata) Spis6591(StylophoraPistillata)
ORTHOMCL29044	2	1	Spis1942(StylophoraPistillata) Spis21040(StylophoraPistillata)
ORTHOMCL29045	2	1	Spis3879(StylophoraPistillata) Spis13736(StylophoraPistillata)
ORTHOMCL29046	2	1	Spis6458(StylophoraPistillata) Spis12706(StylophoraPistillata)
ORTHOMCL29047	2	1	Spis5392(StylophoraPistillata) Spis24243(StylophoraPistillata)
ORTHOMCL29048	2	1	Spis5327(StylophoraPistillata) Spis8573(StylophoraPistillata)
ORTHOMCL29049	2	1	Spis15208(StylophoraPistillata) Spis13376(StylophoraPistillata)
ORTHOMCL29050	2	1	Spis6101(StylophoraPistillata) Spis7818(StylophoraPistillata)
ORTHOMCL29051	2	1	Spis12473(StylophoraPistillata) Spis12474(StylophoraPistillata)
ORTHOMCL29052	2	1	Spis6926(StylophoraPistillata) Spis7670(StylophoraPistillata)
ORTHOMCL29053	2	1	Spis20065(StylophoraPistillata) Spis19327(StylophoraPistillata)
ORTHOMCL29054	2	1	Spis22570(StylophoraPistillata) Spis19855(StylophoraPistillata)
ORTHOMCL29055	2	1	Spis2630(StylophoraPistillata) Spis19783(StylophoraPistillata)
ORTHOMCL29056	2	1	Spis23003(StylophoraPistillata) Spis22821(StylophoraPistillata)
ORTHOMCL29057	2	1	Spis15931(StylophoraPistillata) Spis19146(StylophoraPistillata)
ORTHOMCL29058	2	1	Spis15096(StylophoraPistillata) Spis15097(StylophoraPistillata)
ORTHOMCL29059	2	1	Spis20369(StylophoraPistillata) Spis15255(StylophoraPistillata)
ORTHOMCL29060	2	1	Spis15739(StylophoraPistillata) Spis13685(StylophoraPistillata)
ORTHOMCL29061	2	1	Spis11717(StylophoraPistillata) Spis17714(StylophoraPistillata)
ORTHOMCL29062	2	1	Spis20337(StylophoraPistillata) Spis4743(StylophoraPistillata)
ORTHOMCL29063	2	1	Spis3020(StylophoraPistillata) Spis19977(StylophoraPistillata)
ORTHOMCL29064	2	1	Spis21323(StylophoraPistillata) Spis9078(StylophoraPistillata)
ORTHOMCL29065	2	1	Spis8656(StylophoraPistillata) Spis14764(StylophoraPistillata)
ORTHOMCL29066	2	1	Spis24211(StylophoraPistillata) Spis22883(StylophoraPistillata)
ORTHOMCL29067	2	1	Spis7348(StylophoraPistillata) Spis21734(StylophoraPistillata)
ORTHOMCL29068	2	1	Spis7982(StylophoraPistillata) Spis19712(StylophoraPistillata)
ORTHOMCL29069	2	1	Spis10037(StylophoraPistillata) Spis10038(StylophoraPistillata)
ORTHOMCL29070	2	1	Spis20586(StylophoraPistillata) Spis20587(StylophoraPistillata)
ORTHOMCL29071	2	1	Spis8817(StylophoraPistillata) Spis8820(StylophoraPistillata)
ORTHOMCL29072	2	1	Spis5742(StylophoraPistillata) Spis12270(StylophoraPistillata)
ORTHOMCL29073	2	1	Spis20890(StylophoraPistillata) Spis19444(StylophoraPistillata)
ORTHOMCL29074	2	1	Spis16678(StylophoraPistillata) Spis21204(StylophoraPistillata)
ORTHOMCL29075	2	1	Spis23110(StylophoraPistillata) Spis17832(StylophoraPistillata)
ORTHOMCL29076	2	1	Spis19706(StylophoraPistillata) Spis9398(StylophoraPistillata)
ORTHOMCL29077	2	1	Spis18514(StylophoraPistillata) Spis21944(StylophoraPistillata)
ORTHOMCL29078	2	1	Spis19738(StylophoraPistillata) Spis17981(StylophoraPistillata)
ORTHOMCL29079	2	1	Spis22565(StylophoraPistillata) Spis22569(StylophoraPistillata)
ORTHOMCL29080	2	1	Spis22179(StylophoraPistillata) Spis21966(StylophoraPistillata)
ORTHOMCL29081	2	1	Spis22291(StylophoraPistillata) Spis22293(StylophoraPistillata)
ORTHOMCL29082	2	1	Spis11616(StylophoraPistillata) Spis16784(StylophoraPistillata)
ORTHOMCL29083	2	1	Spis23958(StylophoraPistillata) Spis23612(StylophoraPistillata)
ORTHOMCL29084	2	1	Spis23702(StylophoraPistillata) Spis22777(StylophoraPistillata)
ORTHOMCL29085	2	1	Spis15574(StylophoraPistillata) Spis14713(StylophoraPistillata)
ORTHOMCL29086	2	1	Spis24246(StylophoraPistillata) Spis23858(StylophoraPistillata)
ORTHOMCL29087	2	1	Spis22091(StylophoraPistillata) Spis13705(StylophoraPistillata)
ORTHOMCL29088	2	1	Spis18298(StylophoraPistillata) Spis10224(StylophoraPistillata)
ORTHOMCL29089	2	1	Spis10722(StylophoraPistillata) Spis23880(StylophoraPistillata)
ORTHOMCL29090	2	1	Spis15870(StylophoraPistillata) Spis12607(StylophoraPistillata)
ORTHOMCL29091	2	1	Spis18828(StylophoraPistillata) Spis18826(StylophoraPistillata)
ORTHOMCL29092	2	1	Spis9536(StylophoraPistillata) Spis8894(StylophoraPistillata)
ORTHOMCL29093	2	1	Spis21623(StylophoraPistillata) Spis15279(StylophoraPistillata)
ORTHOMCL29094	2	1	Spis12685(StylophoraPistillata) Spis19076(StylophoraPistillata)
ORTHOMCL29095	2	1	Spis21690(StylophoraPistillata) Spis10316(StylophoraPistillata)
ORTHOMCL29096	2	1	Spis13535(StylophoraPistillata) Spis19100(StylophoraPistillata)
ORTHOMCL29097	2	1	Spis20432(StylophoraPistillata) Spis20568(StylophoraPistillata)
ORTHOMCL29098	2	1	Spis13293(StylophoraPistillata) Spis13291(StylophoraPistillata)
