Group	Genes	Taxa	IDs
ORTHOMCL10963	6	1	aug_v2a.19809.t1(AcroporaDigitifera) aug_v2a.13139.t1(AcroporaDigitifera) aug_v2a.19317.t1(AcroporaDigitifera) aug_v2a.08165.t1(AcroporaDigitifera) aug_v2a.04246.t1(AcroporaDigitifera) aug_v2a.22488.t1(AcroporaDigitifera)
ORTHOMCL10972	6	1	aug_v2a.07363.t1(AcroporaDigitifera) aug_v2a.02755.t1(AcroporaDigitifera) aug_v2a.02754.t1(AcroporaDigitifera) aug_v2a.19130.t1(AcroporaDigitifera) aug_v2a.07364.t1(AcroporaDigitifera) aug_v2a.06080.t1(AcroporaDigitifera)
ORTHOMCL10998	6	1	aug_v2a.12526.t1(AcroporaDigitifera) aug_v2a.01222.t1(AcroporaDigitifera) aug_v2a.20777.t1(AcroporaDigitifera) aug_v2a.19649.t1(AcroporaDigitifera) aug_v2a.05879.t1(AcroporaDigitifera) aug_v2a.19825.t1(AcroporaDigitifera)
ORTHOMCL11005	6	1	aug_v2a.00100.t1(AcroporaDigitifera) aug_v2a.02825.t1(AcroporaDigitifera) aug_v2a.00101.t1(AcroporaDigitifera) aug_v2a.15334.t1(AcroporaDigitifera) aug_v2a.15336.t1(AcroporaDigitifera) aug_v2a.00838.t1(AcroporaDigitifera)
ORTHOMCL11016	6	1	aug_v2a.02585.t1(AcroporaDigitifera) aug_v2a.18190.t1(AcroporaDigitifera) aug_v2a.02584.t1(AcroporaDigitifera) aug_v2a.02585.t2(AcroporaDigitifera) aug_v2a.02585.t3(AcroporaDigitifera) aug_v2a.03035.t1(AcroporaDigitifera)
ORTHOMCL11024	6	1	aug_v2a.17970.t2(AcroporaDigitifera) aug_v2a.17969.t1(AcroporaDigitifera) aug_v2a.17970.t1(AcroporaDigitifera) aug_v2a.07408.t1(AcroporaDigitifera) aug_v2a.07001.t1(AcroporaDigitifera) aug_v2a.19022.t1(AcroporaDigitifera)
ORTHOMCL11032	6	1	aug_v2a.17948.t1(AcroporaDigitifera) aug_v2a.01539.t1(AcroporaDigitifera) aug_v2a.13727.t1(AcroporaDigitifera) aug_v2a.13200.t1(AcroporaDigitifera) aug_v2a.01538.t1(AcroporaDigitifera) aug_v2a.02127.t1(AcroporaDigitifera)
ORTHOMCL11050	6	1	aug_v2a.20207.t1(AcroporaDigitifera) aug_v2a.17561.t1(AcroporaDigitifera) aug_v2a.23740.t1(AcroporaDigitifera) aug_v2a.12873.t1(AcroporaDigitifera) aug_v2a.13090.t1(AcroporaDigitifera) aug_v2a.09280.t1(AcroporaDigitifera)
ORTHOMCL11086	6	1	aug_v2a.03398.t1(AcroporaDigitifera) aug_v2a.01226.t1(AcroporaDigitifera) aug_v2a.01227.t1(AcroporaDigitifera) aug_v2a.15646.t1(AcroporaDigitifera) aug_v2a.03397.t1(AcroporaDigitifera) aug_v2a.19643.t1(AcroporaDigitifera)
ORTHOMCL11107	6	1	aug_v2a.07907.t1(AcroporaDigitifera) aug_v2a.03420.t1(AcroporaDigitifera) aug_v2a.07905.t1(AcroporaDigitifera) aug_v2a.10530.t1(AcroporaDigitifera) aug_v2a.07906.t1(AcroporaDigitifera) aug_v2a.10529.t1(AcroporaDigitifera)
ORTHOMCL11154	6	1	aug_v2a.24098.t1(AcroporaDigitifera) aug_v2a.12490.t1(AcroporaDigitifera) aug_v2a.15524.t1(AcroporaDigitifera) aug_v2a.12490.t2(AcroporaDigitifera) aug_v2a.23294.t1(AcroporaDigitifera) aug_v2a.22182.t1(AcroporaDigitifera)
ORTHOMCL11169	6	1	aug_v2a.07518.t1(AcroporaDigitifera) aug_v2a.07517.t1(AcroporaDigitifera) aug_v2a.24134.t1(AcroporaDigitifera) aug_v2a.07519.t1(AcroporaDigitifera) aug_v2a.07520.t1(AcroporaDigitifera) aug_v2a.21212.t1(AcroporaDigitifera)
ORTHOMCL12374	5	1	aug_v2a.05648.t1(AcroporaDigitifera) aug_v2a.02666.t1(AcroporaDigitifera) aug_v2a.05649.t1(AcroporaDigitifera) aug_v2a.09284.t1(AcroporaDigitifera) aug_v2a.00346.t1(AcroporaDigitifera)
ORTHOMCL12389	5	1	aug_v2a.02586.t1(AcroporaDigitifera) aug_v2a.13717.t1(AcroporaDigitifera) aug_v2a.13716.t1(AcroporaDigitifera) aug_v2a.13716.t2(AcroporaDigitifera) aug_v2a.20830.t1(AcroporaDigitifera)
ORTHOMCL12417	5	1	aug_v2a.17513.t1(AcroporaDigitifera) aug_v2a.03258.t1(AcroporaDigitifera) aug_v2a.17530.t1(AcroporaDigitifera) aug_v2a.14176.t1(AcroporaDigitifera) aug_v2a.15557.t1(AcroporaDigitifera)
ORTHOMCL12419	5	1	aug_v2a.02892.t1(AcroporaDigitifera) aug_v2a.17526.t1(AcroporaDigitifera) aug_v2a.01816.t1(AcroporaDigitifera) aug_v2a.24618.t1(AcroporaDigitifera) aug_v2a.19999.t1(AcroporaDigitifera)
ORTHOMCL12423	5	1	aug_v2a.14363.t1(AcroporaDigitifera) aug_v2a.18871.t1(AcroporaDigitifera) aug_v2a.10479.t1(AcroporaDigitifera) aug_v2a.09515.t1(AcroporaDigitifera) aug_v2a.07492.t1(AcroporaDigitifera)
ORTHOMCL12430	5	1	aug_v2a.06701.t1(AcroporaDigitifera) aug_v2a.22284.t1(AcroporaDigitifera) aug_v2a.03446.t1(AcroporaDigitifera) aug_v2a.24001.t1(AcroporaDigitifera) aug_v2a.03447.t1(AcroporaDigitifera)
ORTHOMCL12432	5	1	aug_v2a.19694.t1(AcroporaDigitifera) aug_v2a.11319.t1(AcroporaDigitifera) aug_v2a.23725.t1(AcroporaDigitifera) aug_v2a.11318.t1(AcroporaDigitifera) aug_v2a.23724.t1(AcroporaDigitifera)
ORTHOMCL12433	5	1	aug_v2a.17581.t1(AcroporaDigitifera) aug_v2a.15518.t1(AcroporaDigitifera) aug_v2a.06082.t1(AcroporaDigitifera) aug_v2a.07114.t1(AcroporaDigitifera) aug_v2a.07115.t1(AcroporaDigitifera)
ORTHOMCL12439	5	1	aug_v2a.07580.t1(AcroporaDigitifera) aug_v2a.01052.t1(AcroporaDigitifera) aug_v2a.05617.t1(AcroporaDigitifera) aug_v2a.07355.t1(AcroporaDigitifera) aug_v2a.22502.t1(AcroporaDigitifera)
ORTHOMCL12440	5	1	aug_v2a.09567.t1(AcroporaDigitifera) aug_v2a.09568.t1(AcroporaDigitifera) aug_v2a.09766.t1(AcroporaDigitifera) aug_v2a.23468.t1(AcroporaDigitifera) aug_v2a.23646.t1(AcroporaDigitifera)
ORTHOMCL12441	5	1	aug_v2a.00020.t1(AcroporaDigitifera) aug_v2a.13757.t1(AcroporaDigitifera) aug_v2a.24272.t1(AcroporaDigitifera) aug_v2a.03556.t1(AcroporaDigitifera) aug_v2a.00019.t1(AcroporaDigitifera)
ORTHOMCL12453	5	1	aug_v2a.09337.t1(AcroporaDigitifera) aug_v2a.08535.t1(AcroporaDigitifera) aug_v2a.18059.t1(AcroporaDigitifera) aug_v2a.13390.t1(AcroporaDigitifera) aug_v2a.05569.t1(AcroporaDigitifera)
ORTHOMCL12454	5	1	aug_v2a.18058.t1(AcroporaDigitifera) aug_v2a.09591.t1(AcroporaDigitifera) aug_v2a.13728.t1(AcroporaDigitifera) aug_v2a.13976.t1(AcroporaDigitifera) aug_v2a.13728.t2(AcroporaDigitifera)
ORTHOMCL12455	5	1	aug_v2a.19606.t1(AcroporaDigitifera) aug_v2a.21204.t2(AcroporaDigitifera) aug_v2a.21204.t1(AcroporaDigitifera) aug_v2a.21204.t3(AcroporaDigitifera) aug_v2a.23705.t1(AcroporaDigitifera)
ORTHOMCL12457	5	1	aug_v2a.17700.t1(AcroporaDigitifera) aug_v2a.10212.t1(AcroporaDigitifera) aug_v2a.03934.t1(AcroporaDigitifera) aug_v2a.10215.t1(AcroporaDigitifera) aug_v2a.08176.t1(AcroporaDigitifera)
ORTHOMCL12463	5	1	aug_v2a.02685.t1(AcroporaDigitifera) aug_v2a.07847.t1(AcroporaDigitifera) aug_v2a.12782.t1.1(AcroporaDigitifera) aug_v2a.16111.t1(AcroporaDigitifera) aug_v2a.12782.t1(AcroporaDigitifera)
ORTHOMCL12468	5	1	aug_v2a.24335.t1(AcroporaDigitifera) aug_v2a.08909.t1(AcroporaDigitifera) aug_v2a.14031.t1(AcroporaDigitifera) aug_v2a.07382.t1(AcroporaDigitifera) aug_v2a.24107.t1(AcroporaDigitifera)
ORTHOMCL12477	5	1	aug_v2a.07654.t1(AcroporaDigitifera) aug_v2a.23366.t1(AcroporaDigitifera) aug_v2a.18616.t1(AcroporaDigitifera) aug_v2a.22960.t1(AcroporaDigitifera) aug_v2a.23366.t2(AcroporaDigitifera)
ORTHOMCL12494	5	1	aug_v2a.04396.t2(AcroporaDigitifera) aug_v2a.09680.t1(AcroporaDigitifera) aug_v2a.09680.t3(AcroporaDigitifera) aug_v2a.09680.t2(AcroporaDigitifera) aug_v2a.04396.t1(AcroporaDigitifera)
ORTHOMCL12523	5	1	aug_v2a.07958.t2(AcroporaDigitifera) aug_v2a.03451.t1(AcroporaDigitifera) aug_v2a.16969.t1(AcroporaDigitifera) aug_v2a.07958.t1(AcroporaDigitifera) aug_v2a.08127.t1(AcroporaDigitifera)
ORTHOMCL12530	5	1	aug_v2a.15458.t1(AcroporaDigitifera) aug_v2a.23995.t2(AcroporaDigitifera) aug_v2a.23995.t1(AcroporaDigitifera) aug_v2a.00283.t1(AcroporaDigitifera) aug_v2a.21745.t1(AcroporaDigitifera)
ORTHOMCL12533	5	1	aug_v2a.01596.t1(AcroporaDigitifera) aug_v2a.14741.t1(AcroporaDigitifera) aug_v2a.14743.t1(AcroporaDigitifera) aug_v2a.01600.t1(AcroporaDigitifera) aug_v2a.14742.t1(AcroporaDigitifera)
ORTHOMCL12609	5	1	aug_v2a.23171.t2(AcroporaDigitifera) aug_v2a.23041.t1(AcroporaDigitifera) aug_v2a.11926.t1(AcroporaDigitifera) aug_v2a.23171.t1(AcroporaDigitifera) aug_v2a.04833.t1(AcroporaDigitifera)
ORTHOMCL12613	5	1	aug_v2a.01726.t1(AcroporaDigitifera) aug_v2a.15763.t1(AcroporaDigitifera) aug_v2a.21386.t1(AcroporaDigitifera) aug_v2a.22180.t1(AcroporaDigitifera) aug_v2a.21245.t1(AcroporaDigitifera)
ORTHOMCL12634	5	1	aug_v2a.00111.t1(AcroporaDigitifera) aug_v2a.08178.t1(AcroporaDigitifera) aug_v2a.24449.t1(AcroporaDigitifera) aug_v2a.24298.t1(AcroporaDigitifera) aug_v2a.23834.t1(AcroporaDigitifera)
ORTHOMCL12705	5	1	aug_v2a.01236.t1(AcroporaDigitifera) aug_v2a.14094.t1(AcroporaDigitifera) aug_v2a.24385.t1(AcroporaDigitifera) aug_v2a.18829.t1(AcroporaDigitifera) aug_v2a.20301.t1(AcroporaDigitifera)
ORTHOMCL14080	4	1	aug_v2a.15507.t1(AcroporaDigitifera) aug_v2a.18993.t1(AcroporaDigitifera) aug_v2a.21464.t1(AcroporaDigitifera) aug_v2a.10234.t1(AcroporaDigitifera)
ORTHOMCL14082	4	1	aug_v2a.20801.t1(AcroporaDigitifera) aug_v2a.14353.t1(AcroporaDigitifera) aug_v2a.19443.t1(AcroporaDigitifera) aug_v2a.19447.t1(AcroporaDigitifera)
ORTHOMCL14084	4	1	aug_v2a.02972.t1(AcroporaDigitifera) aug_v2a.17808.t1(AcroporaDigitifera) aug_v2a.04839.t1(AcroporaDigitifera) aug_v2a.22352.t1(AcroporaDigitifera)
ORTHOMCL14094	4	1	aug_v2a.02048.t1(AcroporaDigitifera) aug_v2a.02047.t1(AcroporaDigitifera) aug_v2a.12442.t1(AcroporaDigitifera) aug_v2a.12442.t2(AcroporaDigitifera)
ORTHOMCL14100	4	1	aug_v2a.19199.t1(AcroporaDigitifera) aug_v2a.07016.t1(AcroporaDigitifera) aug_v2a.19199.t2(AcroporaDigitifera) aug_v2a.08973.t1(AcroporaDigitifera)
ORTHOMCL14101	4	1	aug_v2a.17989.t1(AcroporaDigitifera) aug_v2a.15780.t1(AcroporaDigitifera) aug_v2a.15780.t1.1(AcroporaDigitifera) aug_v2a.09108.t1(AcroporaDigitifera)
ORTHOMCL14102	4	1	aug_v2a.10153.t1(AcroporaDigitifera) aug_v2a.09688.t1(AcroporaDigitifera) aug_v2a.07670.t1(AcroporaDigitifera) aug_v2a.22871.t1(AcroporaDigitifera)
ORTHOMCL14105	4	1	aug_v2a.18228.t1(AcroporaDigitifera) aug_v2a.20927.t1(AcroporaDigitifera) aug_v2a.02278.t1(AcroporaDigitifera) aug_v2a.10222.t1(AcroporaDigitifera)
ORTHOMCL14114	4	1	aug_v2a.04308.t1(AcroporaDigitifera) aug_v2a.06445.t1(AcroporaDigitifera) aug_v2a.07149.t1(AcroporaDigitifera) aug_v2a.18651.t1(AcroporaDigitifera)
ORTHOMCL14126	4	1	aug_v2a.14284.t1(AcroporaDigitifera) aug_v2a.14283.t1(AcroporaDigitifera) aug_v2a.10941.t1(AcroporaDigitifera) aug_v2a.04566.t1(AcroporaDigitifera)
ORTHOMCL14129	4	1	aug_v2a.02815.t1(AcroporaDigitifera) aug_v2a.17986.t1(AcroporaDigitifera) aug_v2a.13989.t1(AcroporaDigitifera) aug_v2a.07102.t1(AcroporaDigitifera)
ORTHOMCL14132	4	1	aug_v2a.12630.t2(AcroporaDigitifera) aug_v2a.12630.t1(AcroporaDigitifera) aug_v2a.20664.t1(AcroporaDigitifera) aug_v2a.12630.t2.1(AcroporaDigitifera)
ORTHOMCL14136	4	1	aug_v2a.21867.t1(AcroporaDigitifera) aug_v2a.21867.t2(AcroporaDigitifera) aug_v2a.08124.t1(AcroporaDigitifera) aug_v2a.21867.t3(AcroporaDigitifera)
ORTHOMCL14138	4	1	aug_v2a.17418.t1(AcroporaDigitifera) aug_v2a.12226.t1(AcroporaDigitifera) aug_v2a.19867.t1(AcroporaDigitifera) aug_v2a.21877.t1(AcroporaDigitifera)
ORTHOMCL14147	4	1	aug_v2a.01608.t1(AcroporaDigitifera) aug_v2a.01610.t1(AcroporaDigitifera) aug_v2a.01609.t1(AcroporaDigitifera) aug_v2a.03566.t1(AcroporaDigitifera)
ORTHOMCL14151	4	1	aug_v2a.13494.t1(AcroporaDigitifera) aug_v2a.01588.t1(AcroporaDigitifera) aug_v2a.01272.t1(AcroporaDigitifera) aug_v2a.20474.t1(AcroporaDigitifera)
ORTHOMCL14154	4	1	aug_v2a.06826.t1(AcroporaDigitifera) aug_v2a.14740.t1(AcroporaDigitifera) aug_v2a.21249.t1(AcroporaDigitifera) aug_v2a.06826.t2(AcroporaDigitifera)
ORTHOMCL14169	4	1	aug_v2a.00046.t1(AcroporaDigitifera) aug_v2a.11116.t1(AcroporaDigitifera) aug_v2a.00734.t1(AcroporaDigitifera) aug_v2a.21467.t1(AcroporaDigitifera)
ORTHOMCL14172	4	1	aug_v2a.17985.t1(AcroporaDigitifera) aug_v2a.04949.t1(AcroporaDigitifera) aug_v2a.20408.t1(AcroporaDigitifera) aug_v2a.01739.t1(AcroporaDigitifera)
ORTHOMCL14176	4	1	aug_v2a.01241.t1(AcroporaDigitifera) aug_v2a.13408.t1(AcroporaDigitifera) aug_v2a.21892.t1(AcroporaDigitifera) aug_v2a.03373.t1(AcroporaDigitifera)
ORTHOMCL14186	4	1	aug_v2a.16268.t4(AcroporaDigitifera) aug_v2a.16268.t3(AcroporaDigitifera) aug_v2a.16268.t2(AcroporaDigitifera) aug_v2a.16268.t1(AcroporaDigitifera)
ORTHOMCL14193	4	1	aug_v2a.24299.t1(AcroporaDigitifera) aug_v2a.04201.t2(AcroporaDigitifera) aug_v2a.00669.t1(AcroporaDigitifera) aug_v2a.04201.t1(AcroporaDigitifera)
ORTHOMCL14194	4	1	aug_v2a.13017.t1(AcroporaDigitifera) aug_v2a.10884.t1(AcroporaDigitifera) aug_v2a.22931.t1(AcroporaDigitifera) aug_v2a.00652.t1(AcroporaDigitifera)
ORTHOMCL14200	4	1	aug_v2a.07368.t2(AcroporaDigitifera) aug_v2a.07368.t1(AcroporaDigitifera) aug_v2a.07368.t3(AcroporaDigitifera) aug_v2a.07368.t4(AcroporaDigitifera)
ORTHOMCL14213	4	1	aug_v2a.17872.t1(AcroporaDigitifera) aug_v2a.00326.t1(AcroporaDigitifera) aug_v2a.24528.t1(AcroporaDigitifera) aug_v2a.15609.t1(AcroporaDigitifera)
ORTHOMCL14219	4	1	aug_v2a.19101.t1(AcroporaDigitifera) aug_v2a.13566.t1(AcroporaDigitifera) aug_v2a.13564.t1(AcroporaDigitifera) aug_v2a.09001.t1(AcroporaDigitifera)
ORTHOMCL14236	4	1	aug_v2a.16399.t1(AcroporaDigitifera) aug_v2a.07995.t2(AcroporaDigitifera) aug_v2a.16399.t2(AcroporaDigitifera) aug_v2a.07995.t1(AcroporaDigitifera)
ORTHOMCL14237	4	1	aug_v2a.18781.t1(AcroporaDigitifera) aug_v2a.12489.t1(AcroporaDigitifera) aug_v2a.18779.t1(AcroporaDigitifera) aug_v2a.18780.t1(AcroporaDigitifera)
ORTHOMCL14241	4	1	aug_v2a.15583.t1(AcroporaDigitifera) aug_v2a.21992.t1(AcroporaDigitifera) aug_v2a.05901.t1(AcroporaDigitifera) aug_v2a.05902.t1(AcroporaDigitifera)
ORTHOMCL14245	4	1	aug_v2a.22752.t1(AcroporaDigitifera) aug_v2a.13952.t1(AcroporaDigitifera) aug_v2a.12364.t1(AcroporaDigitifera) aug_v2a.19001.t1(AcroporaDigitifera)
ORTHOMCL14246	4	1	aug_v2a.24304.t1(AcroporaDigitifera) aug_v2a.02930.t1(AcroporaDigitifera) aug_v2a.10083.t1(AcroporaDigitifera) aug_v2a.24493.t1(AcroporaDigitifera)
ORTHOMCL14258	4	1	aug_v2a.20068.t1(AcroporaDigitifera) aug_v2a.08001.t2(AcroporaDigitifera) aug_v2a.08001.t1(AcroporaDigitifera) aug_v2a.08002.t1(AcroporaDigitifera)
ORTHOMCL14264	4	1	aug_v2a.11694.t1(AcroporaDigitifera) aug_v2a.14247.t1(AcroporaDigitifera) aug_v2a.14246.t1(AcroporaDigitifera) aug_v2a.14245.t1(AcroporaDigitifera)
ORTHOMCL14273	4	1	aug_v2a.15096.t1(AcroporaDigitifera) aug_v2a.19459.t1(AcroporaDigitifera) aug_v2a.00588.t1(AcroporaDigitifera) aug_v2a.19459.t2(AcroporaDigitifera)
ORTHOMCL14281	4	1	aug_v2a.13682.t1(AcroporaDigitifera) aug_v2a.24522.t1(AcroporaDigitifera) aug_v2a.15180.t1(AcroporaDigitifera) aug_v2a.24522.t2(AcroporaDigitifera)
ORTHOMCL14286	4	1	aug_v2a.08620.t1(AcroporaDigitifera) aug_v2a.13830.t1(AcroporaDigitifera) aug_v2a.00087.t1(AcroporaDigitifera) aug_v2a.15839.t1(AcroporaDigitifera)
ORTHOMCL14300	4	1	aug_v2a.03786.t1(AcroporaDigitifera) aug_v2a.12220.t1(AcroporaDigitifera) aug_v2a.03036.t1(AcroporaDigitifera) aug_v2a.23474.t1(AcroporaDigitifera)
ORTHOMCL14368	4	1	aug_v2a.12834.t1(AcroporaDigitifera) aug_v2a.03917.t1(AcroporaDigitifera) aug_v2a.00805.t1(AcroporaDigitifera) aug_v2a.03917.t2(AcroporaDigitifera)
ORTHOMCL14395	4	1	aug_v2a.06996.t1(AcroporaDigitifera) aug_v2a.14534.t1(AcroporaDigitifera) aug_v2a.06996.t2(AcroporaDigitifera) aug_v2a.06195.t1(AcroporaDigitifera)
ORTHOMCL14402	4	1	aug_v2a.02244.t1(AcroporaDigitifera) aug_v2a.04422.t1(AcroporaDigitifera) aug_v2a.10765.t1(AcroporaDigitifera) aug_v2a.03273.t1(AcroporaDigitifera)
ORTHOMCL14404	4	1	aug_v2a.11123.t1(AcroporaDigitifera) aug_v2a.05061.t1(AcroporaDigitifera) aug_v2a.05062.t1(AcroporaDigitifera) aug_v2a.05063.t1(AcroporaDigitifera)
ORTHOMCL14406	4	1	aug_v2a.07121.t1(AcroporaDigitifera) aug_v2a.20794.t1(AcroporaDigitifera) aug_v2a.15728.t1(AcroporaDigitifera) aug_v2a.20791.t1(AcroporaDigitifera)
ORTHOMCL14452	4	1	aug_v2a.04251.t1(AcroporaDigitifera) aug_v2a.04252.t1(AcroporaDigitifera) aug_v2a.00532.t1(AcroporaDigitifera) aug_v2a.21858.t1(AcroporaDigitifera)
ORTHOMCL14517	4	1	aug_v2a.16513.t1(AcroporaDigitifera) aug_v2a.21005.t1(AcroporaDigitifera) aug_v2a.21008.t1(AcroporaDigitifera) aug_v2a.18826.t1(AcroporaDigitifera)
ORTHOMCL16496	3	1	aug_v2a.18221.t2(AcroporaDigitifera) aug_v2a.04549.t2(AcroporaDigitifera) aug_v2a.04549.t1(AcroporaDigitifera)
ORTHOMCL16501	3	1	aug_v2a.05264.t1(AcroporaDigitifera) aug_v2a.15840.t1(AcroporaDigitifera) aug_v2a.05263.t1(AcroporaDigitifera)
ORTHOMCL16504	3	1	aug_v2a.17971.t1(AcroporaDigitifera) aug_v2a.23212.t1(AcroporaDigitifera) aug_v2a.23165.t1(AcroporaDigitifera)
ORTHOMCL16510	3	1	aug_v2a.19268.t2(AcroporaDigitifera) aug_v2a.09636.t1(AcroporaDigitifera) aug_v2a.19268.t1(AcroporaDigitifera)
ORTHOMCL16511	3	1	aug_v2a.18344.t1(AcroporaDigitifera) aug_v2a.18817.t1(AcroporaDigitifera) aug_v2a.23599.t1(AcroporaDigitifera)
ORTHOMCL16513	3	1	aug_v2a.18240.t1(AcroporaDigitifera) aug_v2a.18240.t2(AcroporaDigitifera) aug_v2a.17810.t1(AcroporaDigitifera)
ORTHOMCL16515	3	1	aug_v2a.13471.t1(AcroporaDigitifera) aug_v2a.03448.t1(AcroporaDigitifera) aug_v2a.00672.t1(AcroporaDigitifera)
ORTHOMCL16516	3	1	aug_v2a.19064.t1(AcroporaDigitifera) aug_v2a.04806.t1(AcroporaDigitifera) aug_v2a.04807.t1(AcroporaDigitifera)
ORTHOMCL16517	3	1	aug_v2a.17170.t1(AcroporaDigitifera) aug_v2a.06436.t1(AcroporaDigitifera) aug_v2a.21435.t1(AcroporaDigitifera)
ORTHOMCL16521	3	1	aug_v2a.05397.t1(AcroporaDigitifera) aug_v2a.05397.t2(AcroporaDigitifera) aug_v2a.05397.t3(AcroporaDigitifera)
ORTHOMCL16524	3	1	aug_v2a.00309.t1(AcroporaDigitifera) aug_v2a.09971.t1(AcroporaDigitifera) aug_v2a.20942.t1(AcroporaDigitifera)
ORTHOMCL16525	3	1	aug_v2a.19288.t1(AcroporaDigitifera) aug_v2a.15203.t2(AcroporaDigitifera) aug_v2a.15203.t1(AcroporaDigitifera)
ORTHOMCL16528	3	1	aug_v2a.22130.t1(AcroporaDigitifera) aug_v2a.15896.t1(AcroporaDigitifera) aug_v2a.04579.t1(AcroporaDigitifera)
ORTHOMCL16529	3	1	aug_v2a.06964.t1(AcroporaDigitifera) aug_v2a.09162.t1(AcroporaDigitifera) aug_v2a.09161.t1(AcroporaDigitifera)
ORTHOMCL16530	3	1	aug_v2a.18845.t1(AcroporaDigitifera) aug_v2a.13733.t1(AcroporaDigitifera) aug_v2a.13732.t1(AcroporaDigitifera)
ORTHOMCL16534	3	1	aug_v2a.18214.t1(AcroporaDigitifera) aug_v2a.18216.t1(AcroporaDigitifera) aug_v2a.09131.t1(AcroporaDigitifera)
ORTHOMCL16536	3	1	aug_v2a.17506.t1(AcroporaDigitifera) aug_v2a.01340.t1(AcroporaDigitifera) aug_v2a.01435.t1(AcroporaDigitifera)
ORTHOMCL16537	3	1	aug_v2a.24659.t1(AcroporaDigitifera) aug_v2a.03075.t1(AcroporaDigitifera) aug_v2a.10448.t1(AcroporaDigitifera)
ORTHOMCL16538	3	1	aug_v2a.08361.t3(AcroporaDigitifera) aug_v2a.08361.t2(AcroporaDigitifera) aug_v2a.08361.t1(AcroporaDigitifera)
ORTHOMCL16545	3	1	aug_v2a.09052.t3(AcroporaDigitifera) aug_v2a.09052.t2(AcroporaDigitifera) aug_v2a.09052.t1(AcroporaDigitifera)
ORTHOMCL16548	3	1	aug_v2a.02662.t1(AcroporaDigitifera) aug_v2a.02663.t1(AcroporaDigitifera) aug_v2a.21723.t1(AcroporaDigitifera)
ORTHOMCL16559	3	1	aug_v2a.06573.t1(AcroporaDigitifera) aug_v2a.03699.t1(AcroporaDigitifera) aug_v2a.03698.t1(AcroporaDigitifera)
ORTHOMCL16561	3	1	aug_v2a.02065.t1(AcroporaDigitifera) aug_v2a.02065.t2(AcroporaDigitifera) aug_v2a.08564.t1(AcroporaDigitifera)
ORTHOMCL16568	3	1	aug_v2a.20808.t1(AcroporaDigitifera) aug_v2a.24009.t1(AcroporaDigitifera) aug_v2a.20808.t2(AcroporaDigitifera)
ORTHOMCL16586	3	1	aug_v2a.11124.t1(AcroporaDigitifera) aug_v2a.05064.t1(AcroporaDigitifera) aug_v2a.11126.t1(AcroporaDigitifera)
ORTHOMCL16592	3	1	aug_v2a.22452.t1(AcroporaDigitifera) aug_v2a.21479.t1(AcroporaDigitifera) aug_v2a.22298.t1(AcroporaDigitifera)
ORTHOMCL16599	3	1	aug_v2a.22172.t1(AcroporaDigitifera) aug_v2a.23954.t1(AcroporaDigitifera) aug_v2a.04557.t1(AcroporaDigitifera)
ORTHOMCL16600	3	1	aug_v2a.06062.t1(AcroporaDigitifera) aug_v2a.20666.t1(AcroporaDigitifera) aug_v2a.09671.t1(AcroporaDigitifera)
ORTHOMCL16601	3	1	aug_v2a.18630.t1(AcroporaDigitifera) aug_v2a.15033.t1(AcroporaDigitifera) aug_v2a.13392.t1(AcroporaDigitifera)
ORTHOMCL16604	3	1	aug_v2a.05391.t1(AcroporaDigitifera) aug_v2a.03676.t1(AcroporaDigitifera) aug_v2a.15261.t1(AcroporaDigitifera)
ORTHOMCL16608	3	1	aug_v2a.02989.t1(AcroporaDigitifera) aug_v2a.00628.t1(AcroporaDigitifera) aug_v2a.02987.t1(AcroporaDigitifera)
ORTHOMCL16611	3	1	aug_v2a.19756.t1(AcroporaDigitifera) aug_v2a.14738.t2(AcroporaDigitifera) aug_v2a.14738.t1(AcroporaDigitifera)
ORTHOMCL16614	3	1	aug_v2a.02736.t1(AcroporaDigitifera) aug_v2a.22205.t1(AcroporaDigitifera) aug_v2a.18861.t1(AcroporaDigitifera)
ORTHOMCL16618	3	1	aug_v2a.17464.t1(AcroporaDigitifera) aug_v2a.01968.t1(AcroporaDigitifera) aug_v2a.23425.t1(AcroporaDigitifera)
ORTHOMCL16636	3	1	aug_v2a.10672.t2(AcroporaDigitifera) aug_v2a.10672.t1(AcroporaDigitifera) aug_v2a.10672.t3(AcroporaDigitifera)
ORTHOMCL16638	3	1	aug_v2a.04851.t1(AcroporaDigitifera) aug_v2a.04851.t3(AcroporaDigitifera) aug_v2a.04851.t2(AcroporaDigitifera)
ORTHOMCL16639	3	1	aug_v2a.18020.t1(AcroporaDigitifera) aug_v2a.24734.t1(AcroporaDigitifera) aug_v2a.00733.t1(AcroporaDigitifera)
ORTHOMCL16640	3	1	aug_v2a.17708.t1(AcroporaDigitifera) aug_v2a.02391.t2(AcroporaDigitifera) aug_v2a.02391.t1(AcroporaDigitifera)
ORTHOMCL16649	3	1	aug_v2a.16216.t1.2(AcroporaDigitifera) aug_v2a.16216.t1(AcroporaDigitifera) aug_v2a.16216.t1.1(AcroporaDigitifera)
ORTHOMCL16650	3	1	aug_v2a.00066.t1.1(AcroporaDigitifera) aug_v2a.00066.t2(AcroporaDigitifera) aug_v2a.00066.t1(AcroporaDigitifera)
