Group	Genes	Taxa	IDs
ORTHOMCL11376	6	1	pdam_00002667-RA(PocilloporaDamicornis) pdam_00011401-RA(PocilloporaDamicornis) pdam_00002670-RA(PocilloporaDamicornis) pdam_00002668-RA(PocilloporaDamicornis) pdam_00013617-RA(PocilloporaDamicornis) pdam_00011400-RA(PocilloporaDamicornis)
ORTHOMCL11377	6	1	pdam_00018091-RA(PocilloporaDamicornis) pdam_00018074-RA(PocilloporaDamicornis) pdam_00018073-RA(PocilloporaDamicornis) pdam_00021992-RA(PocilloporaDamicornis) pdam_00018088-RA(PocilloporaDamicornis) pdam_00024248-RA(PocilloporaDamicornis)
ORTHOMCL11378	6	1	pdam_00020920-RA(PocilloporaDamicornis) pdam_00024494-RA(PocilloporaDamicornis) pdam_00020921-RA(PocilloporaDamicornis) pdam_00024495-RA(PocilloporaDamicornis) pdam_00021082-RA(PocilloporaDamicornis) pdam_00003108-RA(PocilloporaDamicornis)
ORTHOMCL11379	6	1	pdam_00021189-RA(PocilloporaDamicornis) pdam_00019558-RA(PocilloporaDamicornis) pdam_00021186-RA(PocilloporaDamicornis) pdam_00021190-RA(PocilloporaDamicornis) pdam_00021184-RA(PocilloporaDamicornis) pdam_00021188-RA(PocilloporaDamicornis)
ORTHOMCL11380	6	1	pdam_00020609-RA(PocilloporaDamicornis) pdam_00013545-RA(PocilloporaDamicornis) pdam_00020608-RA(PocilloporaDamicornis) pdam_00013548-RA(PocilloporaDamicornis) pdam_00013543-RA(PocilloporaDamicornis) pdam_00013554-RA(PocilloporaDamicornis)
ORTHOMCL11381	6	1	pdam_00022214-RA(PocilloporaDamicornis) pdam_00024962-RA(PocilloporaDamicornis) pdam_00022218-RA(PocilloporaDamicornis) pdam_00022215-RA(PocilloporaDamicornis) pdam_00023607-RA(PocilloporaDamicornis) pdam_00022217-RA(PocilloporaDamicornis)
ORTHOMCL13038	5	1	pdam_00007111-RA(PocilloporaDamicornis) pdam_00021776-RA(PocilloporaDamicornis) pdam_00007124-RA(PocilloporaDamicornis) pdam_00007117-RA(PocilloporaDamicornis) pdam_00019984-RA(PocilloporaDamicornis)
ORTHOMCL13039	5	1	pdam_00010876-RA(PocilloporaDamicornis) pdam_00010875-RA(PocilloporaDamicornis) pdam_00010877-RA(PocilloporaDamicornis) pdam_00010873-RA(PocilloporaDamicornis) pdam_00010878-RA(PocilloporaDamicornis)
ORTHOMCL13040	5	1	pdam_00026003-RA(PocilloporaDamicornis) pdam_00022528-RA(PocilloporaDamicornis) pdam_00025593-RA(PocilloporaDamicornis) pdam_00025427-RA(PocilloporaDamicornis) pdam_00025632-RA(PocilloporaDamicornis)
ORTHOMCL13041	5	1	pdam_00024024-RA(PocilloporaDamicornis) pdam_00022245-RA(PocilloporaDamicornis) pdam_00024770-RA(PocilloporaDamicornis) pdam_00022254-RA(PocilloporaDamicornis) pdam_00022256-RA(PocilloporaDamicornis)
ORTHOMCL13042	5	1	pdam_00002497-RA(PocilloporaDamicornis) pdam_00011373-RA(PocilloporaDamicornis) pdam_00015281-RA(PocilloporaDamicornis) pdam_00012083-RA(PocilloporaDamicornis) pdam_00003376-RA(PocilloporaDamicornis)
ORTHOMCL13043	5	1	pdam_00026039-RA(PocilloporaDamicornis) pdam_00018469-RA(PocilloporaDamicornis) pdam_00025971-RA(PocilloporaDamicornis) pdam_00018189-RA(PocilloporaDamicornis) pdam_00011629-RA(PocilloporaDamicornis)
ORTHOMCL13044	5	1	pdam_00003747-RA(PocilloporaDamicornis) pdam_00016333-RA(PocilloporaDamicornis) pdam_00003751-RA(PocilloporaDamicornis) pdam_00017573-RA(PocilloporaDamicornis) pdam_00003750-RA(PocilloporaDamicornis)
ORTHOMCL13045	5	1	pdam_00013581-RA(PocilloporaDamicornis) pdam_00002021-RA(PocilloporaDamicornis) pdam_00010595-RA(PocilloporaDamicornis) pdam_00020727-RA(PocilloporaDamicornis) pdam_00017647-RA(PocilloporaDamicornis)
ORTHOMCL13046	5	1	pdam_00023027-RA(PocilloporaDamicornis) pdam_00025662-RA(PocilloporaDamicornis) pdam_00001621-RA(PocilloporaDamicornis) pdam_00012284-RA(PocilloporaDamicornis) pdam_00025661-RA(PocilloporaDamicornis)
ORTHOMCL13047	5	1	pdam_00006943-RA(PocilloporaDamicornis) pdam_00025857-RA(PocilloporaDamicornis) pdam_00024328-RA(PocilloporaDamicornis) pdam_00025026-RA(PocilloporaDamicornis) pdam_00025346-RA(PocilloporaDamicornis)
ORTHOMCL13048	5	1	pdam_00022784-RA(PocilloporaDamicornis) pdam_00021598-RA(PocilloporaDamicornis) pdam_00024387-RA(PocilloporaDamicornis) pdam_00022614-RA(PocilloporaDamicornis) pdam_00016397-RA(PocilloporaDamicornis)
ORTHOMCL13049	5	1	pdam_00009735-RA(PocilloporaDamicornis) pdam_00002376-RA(PocilloporaDamicornis) pdam_00009730-RA(PocilloporaDamicornis) pdam_00009741-RA(PocilloporaDamicornis) pdam_00021996-RA(PocilloporaDamicornis)
ORTHOMCL13050	5	1	pdam_00003931-RA(PocilloporaDamicornis) pdam_00003924-RA(PocilloporaDamicornis) pdam_00003925-RA(PocilloporaDamicornis) pdam_00003933-RA(PocilloporaDamicornis) pdam_00003935-RA(PocilloporaDamicornis)
ORTHOMCL13051	5	1	pdam_00013489-RA(PocilloporaDamicornis) pdam_00012104-RA(PocilloporaDamicornis) pdam_00013487-RA(PocilloporaDamicornis) pdam_00013492-RA(PocilloporaDamicornis) pdam_00013486-RA(PocilloporaDamicornis)
ORTHOMCL13052	5	1	pdam_00002027-RA(PocilloporaDamicornis) pdam_00023710-RA(PocilloporaDamicornis) pdam_00025403-RA(PocilloporaDamicornis) pdam_00022037-RA(PocilloporaDamicornis) pdam_00009370-RA(PocilloporaDamicornis)
ORTHOMCL13053	5	1	pdam_00022613-RA(PocilloporaDamicornis) pdam_00025494-RA(PocilloporaDamicornis) pdam_00025533-RA(PocilloporaDamicornis) pdam_00022611-RA(PocilloporaDamicornis) pdam_00022612-RA(PocilloporaDamicornis)
ORTHOMCL13054	5	1	pdam_00007635-RA(PocilloporaDamicornis) pdam_00007640-RA(PocilloporaDamicornis) pdam_00007638-RA(PocilloporaDamicornis) pdam_00007642-RA(PocilloporaDamicornis) pdam_00007641-RA(PocilloporaDamicornis)
ORTHOMCL13055	5	1	pdam_00018983-RA(PocilloporaDamicornis) pdam_00023301-RA(PocilloporaDamicornis) pdam_00018979-RA(PocilloporaDamicornis) pdam_00018975-RA(PocilloporaDamicornis) pdam_00023300-RA(PocilloporaDamicornis)
ORTHOMCL13056	5	1	pdam_00022038-RA(PocilloporaDamicornis) pdam_00002028-RA(PocilloporaDamicornis) pdam_00003106-RA(PocilloporaDamicornis) pdam_00009369-RA(PocilloporaDamicornis) pdam_00025404-RA(PocilloporaDamicornis)
ORTHOMCL15265	4	1	pdam_00015215-RA(PocilloporaDamicornis) pdam_00020540-RA(PocilloporaDamicornis) pdam_00001615-RA(PocilloporaDamicornis) pdam_00024327-RA(PocilloporaDamicornis)
ORTHOMCL15266	4	1	pdam_00007120-RA(PocilloporaDamicornis) pdam_00007115-RA(PocilloporaDamicornis) pdam_00007113-RA(PocilloporaDamicornis) pdam_00006801-RA(PocilloporaDamicornis)
ORTHOMCL15267	4	1	pdam_00025311-RA(PocilloporaDamicornis) pdam_00025310-RA(PocilloporaDamicornis) pdam_00025309-RA(PocilloporaDamicornis) pdam_00000124-RA(PocilloporaDamicornis)
ORTHOMCL15268	4	1	pdam_00015719-RA(PocilloporaDamicornis) pdam_00015720-RA(PocilloporaDamicornis) pdam_00015717-RA(PocilloporaDamicornis) pdam_00015726-RA(PocilloporaDamicornis)
ORTHOMCL15269	4	1	pdam_00016777-RA(PocilloporaDamicornis) pdam_00014054-RA(PocilloporaDamicornis) pdam_00017998-RA(PocilloporaDamicornis) pdam_00016778-RA(PocilloporaDamicornis)
ORTHOMCL15270	4	1	pdam_00008805-RA(PocilloporaDamicornis) pdam_00005022-RA(PocilloporaDamicornis) pdam_00008795-RA(PocilloporaDamicornis) pdam_00008794-RA(PocilloporaDamicornis)
ORTHOMCL15271	4	1	pdam_00020859-RA(PocilloporaDamicornis) pdam_00006142-RA(PocilloporaDamicornis) pdam_00020860-RA(PocilloporaDamicornis) pdam_00020863-RA(PocilloporaDamicornis)
ORTHOMCL15272	4	1	pdam_00019393-RA(PocilloporaDamicornis) pdam_00019391-RA(PocilloporaDamicornis) pdam_00019392-RA(PocilloporaDamicornis) pdam_00019394-RA(PocilloporaDamicornis)
ORTHOMCL15273	4	1	pdam_00020879-RA(PocilloporaDamicornis) pdam_00022081-RA(PocilloporaDamicornis) pdam_00007639-RA(PocilloporaDamicornis) pdam_00012796-RA(PocilloporaDamicornis)
ORTHOMCL15274	4	1	pdam_00022035-RA(PocilloporaDamicornis) pdam_00016857-RA(PocilloporaDamicornis) pdam_00016868-RA(PocilloporaDamicornis) pdam_00016855-RA(PocilloporaDamicornis)
ORTHOMCL15275	4	1	pdam_00007942-RA(PocilloporaDamicornis) pdam_00019247-RA(PocilloporaDamicornis) pdam_00011257-RA(PocilloporaDamicornis) pdam_00000082-RA(PocilloporaDamicornis)
ORTHOMCL15276	4	1	pdam_00020286-RA(PocilloporaDamicornis) pdam_00020281-RA(PocilloporaDamicornis) pdam_00020288-RA(PocilloporaDamicornis) pdam_00020283-RA(PocilloporaDamicornis)
ORTHOMCL15277	4	1	pdam_00009835-RA(PocilloporaDamicornis) pdam_00008779-RA(PocilloporaDamicornis) pdam_00024829-RA(PocilloporaDamicornis) pdam_00024828-RA(PocilloporaDamicornis)
ORTHOMCL15278	4	1	pdam_00024463-RA(PocilloporaDamicornis) pdam_00021731-RA(PocilloporaDamicornis) pdam_00021742-RA(PocilloporaDamicornis) pdam_00021734-RA(PocilloporaDamicornis)
ORTHOMCL15279	4	1	pdam_00010466-RA(PocilloporaDamicornis) pdam_00010465-RA(PocilloporaDamicornis) pdam_00010467-RA(PocilloporaDamicornis) pdam_00010469-RA(PocilloporaDamicornis)
ORTHOMCL15280	4	1	pdam_00013529-RA(PocilloporaDamicornis) pdam_00013526-RA(PocilloporaDamicornis) pdam_00013522-RA(PocilloporaDamicornis) pdam_00013528-RA(PocilloporaDamicornis)
ORTHOMCL15281	4	1	pdam_00025893-RA(PocilloporaDamicornis) pdam_00020592-RA(PocilloporaDamicornis) pdam_00026043-RA(PocilloporaDamicornis) pdam_00025682-RA(PocilloporaDamicornis)
ORTHOMCL15282	4	1	pdam_00015365-RA(PocilloporaDamicornis) pdam_00015363-RA(PocilloporaDamicornis) pdam_00015354-RA(PocilloporaDamicornis) pdam_00015364-RA(PocilloporaDamicornis)
ORTHOMCL15283	4	1	pdam_00022658-RA(PocilloporaDamicornis) pdam_00022659-RA(PocilloporaDamicornis) pdam_00018787-RA(PocilloporaDamicornis) pdam_00018784-RA(PocilloporaDamicornis)
ORTHOMCL15284	4	1	pdam_00025167-RA(PocilloporaDamicornis) pdam_00009798-RA(PocilloporaDamicornis) pdam_00022418-RA(PocilloporaDamicornis) pdam_00024224-RA(PocilloporaDamicornis)
ORTHOMCL15285	4	1	pdam_00021350-RA(PocilloporaDamicornis) pdam_00023530-RA(PocilloporaDamicornis) pdam_00023529-RA(PocilloporaDamicornis) pdam_00023528-RA(PocilloporaDamicornis)
ORTHOMCL15286	4	1	pdam_00007680-RA(PocilloporaDamicornis) pdam_00009177-RA(PocilloporaDamicornis) pdam_00009196-RA(PocilloporaDamicornis) pdam_00009198-RA(PocilloporaDamicornis)
ORTHOMCL15287	4	1	pdam_00023712-RA(PocilloporaDamicornis) pdam_00024971-RA(PocilloporaDamicornis) pdam_00023711-RA(PocilloporaDamicornis) pdam_00024972-RA(PocilloporaDamicornis)
ORTHOMCL15288	4	1	pdam_00003359-RA(PocilloporaDamicornis) pdam_00003356-RA(PocilloporaDamicornis) pdam_00003333-RA(PocilloporaDamicornis) pdam_00003355-RA(PocilloporaDamicornis)
ORTHOMCL15289	4	1	pdam_00008765-RA(PocilloporaDamicornis) pdam_00023270-RA(PocilloporaDamicornis) pdam_00007462-RA(PocilloporaDamicornis) pdam_00014714-RA(PocilloporaDamicornis)
ORTHOMCL15290	4	1	pdam_00011262-RA(PocilloporaDamicornis) pdam_00005118-RA(PocilloporaDamicornis) pdam_00005157-RA(PocilloporaDamicornis) pdam_00019158-RA(PocilloporaDamicornis)
ORTHOMCL15291	4	1	pdam_00024769-RA(PocilloporaDamicornis) pdam_00024768-RA(PocilloporaDamicornis) pdam_00018328-RA(PocilloporaDamicornis) pdam_00018327-RA(PocilloporaDamicornis)
ORTHOMCL15292	4	1	pdam_00011135-RA(PocilloporaDamicornis) pdam_00018465-RA(PocilloporaDamicornis) pdam_00000174-RA(PocilloporaDamicornis) pdam_00007225-RA(PocilloporaDamicornis)
ORTHOMCL15293	4	1	pdam_00025605-RA(PocilloporaDamicornis) pdam_00025925-RA(PocilloporaDamicornis) pdam_00025469-RA(PocilloporaDamicornis) pdam_00025514-RA(PocilloporaDamicornis)
ORTHOMCL15294	4	1	pdam_00016030-RA(PocilloporaDamicornis) pdam_00016023-RA(PocilloporaDamicornis) pdam_00016039-RA(PocilloporaDamicornis) pdam_00016026-RA(PocilloporaDamicornis)
ORTHOMCL15295	4	1	pdam_00016646-RA(PocilloporaDamicornis) pdam_00015358-RA(PocilloporaDamicornis) pdam_00016651-RA(PocilloporaDamicornis) pdam_00015348-RA(PocilloporaDamicornis)
ORTHOMCL15296	4	1	pdam_00021880-RA(PocilloporaDamicornis) pdam_00022818-RA(PocilloporaDamicornis) pdam_00021886-RA(PocilloporaDamicornis) pdam_00021881-RA(PocilloporaDamicornis)
ORTHOMCL15297	4	1	pdam_00009021-RA(PocilloporaDamicornis) pdam_00009023-RA(PocilloporaDamicornis) pdam_00009022-RA(PocilloporaDamicornis) pdam_00009024-RA(PocilloporaDamicornis)
ORTHOMCL15298	4	1	pdam_00020432-RA(PocilloporaDamicornis) pdam_00020431-RA(PocilloporaDamicornis) pdam_00020427-RA(PocilloporaDamicornis) pdam_00009194-RA(PocilloporaDamicornis)
ORTHOMCL15299	4	1	pdam_00010345-RA(PocilloporaDamicornis) pdam_00010344-RA(PocilloporaDamicornis) pdam_00010346-RA(PocilloporaDamicornis) pdam_00010347-RA(PocilloporaDamicornis)
ORTHOMCL15300	4	1	pdam_00024996-RA(PocilloporaDamicornis) pdam_00007563-RA(PocilloporaDamicornis) pdam_00021334-RA(PocilloporaDamicornis) pdam_00023230-RA(PocilloporaDamicornis)
ORTHOMCL15301	4	1	pdam_00024515-RA(PocilloporaDamicornis) pdam_00024512-RA(PocilloporaDamicornis) pdam_00016394-RA(PocilloporaDamicornis) pdam_00021328-RA(PocilloporaDamicornis)
ORTHOMCL15302	4	1	pdam_00008810-RA(PocilloporaDamicornis) pdam_00024111-RA(PocilloporaDamicornis) pdam_00008808-RA(PocilloporaDamicornis) pdam_00008807-RA(PocilloporaDamicornis)
ORTHOMCL15303	4	1	pdam_00001620-RA(PocilloporaDamicornis) pdam_00019913-RA(PocilloporaDamicornis) pdam_00025663-RA(PocilloporaDamicornis) pdam_00025660-RA(PocilloporaDamicornis)
ORTHOMCL15304	4	1	pdam_00003103-RA(PocilloporaDamicornis) pdam_00003113-RA(PocilloporaDamicornis) pdam_00003114-RA(PocilloporaDamicornis) pdam_00003092-RA(PocilloporaDamicornis)
ORTHOMCL15305	4	1	pdam_00021168-RA(PocilloporaDamicornis) pdam_00007701-RA(PocilloporaDamicornis) pdam_00025262-RA(PocilloporaDamicornis) pdam_00010109-RA(PocilloporaDamicornis)
ORTHOMCL15306	4	1	pdam_00023822-RA(PocilloporaDamicornis) pdam_00009892-RA(PocilloporaDamicornis) pdam_00023465-RA(PocilloporaDamicornis) pdam_00014883-RA(PocilloporaDamicornis)
ORTHOMCL15307	4	1	pdam_00024787-RA(PocilloporaDamicornis) pdam_00024420-RA(PocilloporaDamicornis) pdam_00012285-RA(PocilloporaDamicornis) pdam_00024332-RA(PocilloporaDamicornis)
ORTHOMCL15308	4	1	pdam_00015092-RA(PocilloporaDamicornis) pdam_00015642-RA(PocilloporaDamicornis) pdam_00015107-RA(PocilloporaDamicornis) pdam_00015098-RA(PocilloporaDamicornis)
ORTHOMCL15309	4	1	pdam_00005170-RA(PocilloporaDamicornis) pdam_00005172-RA(PocilloporaDamicornis) pdam_00005173-RA(PocilloporaDamicornis) pdam_00005171-RA(PocilloporaDamicornis)
ORTHOMCL15310	4	1	pdam_00026040-RA(PocilloporaDamicornis) pdam_00022891-RA(PocilloporaDamicornis) pdam_00024791-RA(PocilloporaDamicornis) pdam_00007548-RA(PocilloporaDamicornis)
ORTHOMCL19013	3	1	pdam_00009982-RA(PocilloporaDamicornis) pdam_00009967-RA(PocilloporaDamicornis) pdam_00009969-RA(PocilloporaDamicornis)
ORTHOMCL19014	3	1	pdam_00020558-RA(PocilloporaDamicornis) pdam_00020563-RA(PocilloporaDamicornis) pdam_00024435-RA(PocilloporaDamicornis)
ORTHOMCL19015	3	1	pdam_00013225-RA(PocilloporaDamicornis) pdam_00014921-RA(PocilloporaDamicornis) pdam_00008547-RA(PocilloporaDamicornis)
ORTHOMCL19016	3	1	pdam_00013931-RA(PocilloporaDamicornis) pdam_00006902-RA(PocilloporaDamicornis) pdam_00025519-RA(PocilloporaDamicornis)
ORTHOMCL19017	3	1	pdam_00022676-RA(PocilloporaDamicornis) pdam_00022677-RA(PocilloporaDamicornis) pdam_00022892-RA(PocilloporaDamicornis)
ORTHOMCL19018	3	1	pdam_00020259-RA(PocilloporaDamicornis) pdam_00020264-RA(PocilloporaDamicornis) pdam_00020265-RA(PocilloporaDamicornis)
ORTHOMCL19019	3	1	pdam_00023734-RA(PocilloporaDamicornis) pdam_00019730-RA(PocilloporaDamicornis) pdam_00013479-RA(PocilloporaDamicornis)
ORTHOMCL19020	3	1	pdam_00008339-RA(PocilloporaDamicornis) pdam_00024646-RA(PocilloporaDamicornis) pdam_00021624-RA(PocilloporaDamicornis)
ORTHOMCL19021	3	1	pdam_00007171-RA(PocilloporaDamicornis) pdam_00020324-RA(PocilloporaDamicornis) pdam_00020320-RA(PocilloporaDamicornis)
ORTHOMCL19022	3	1	pdam_00018516-RA(PocilloporaDamicornis) pdam_00003271-RA(PocilloporaDamicornis) pdam_00018518-RA(PocilloporaDamicornis)
ORTHOMCL19023	3	1	pdam_00021656-RA(PocilloporaDamicornis) pdam_00021659-RA(PocilloporaDamicornis) pdam_00021654-RA(PocilloporaDamicornis)
ORTHOMCL19024	3	1	pdam_00007118-RA(PocilloporaDamicornis) pdam_00007110-RA(PocilloporaDamicornis) pdam_00011486-RA(PocilloporaDamicornis)
ORTHOMCL19025	3	1	pdam_00022188-RA(PocilloporaDamicornis) pdam_00015612-RA(PocilloporaDamicornis) pdam_00022186-RA(PocilloporaDamicornis)
ORTHOMCL19026	3	1	pdam_00013369-RA(PocilloporaDamicornis) pdam_00013370-RA(PocilloporaDamicornis) pdam_00013371-RA(PocilloporaDamicornis)
ORTHOMCL19027	3	1	pdam_00012138-RA(PocilloporaDamicornis) pdam_00019809-RA(PocilloporaDamicornis) pdam_00012137-RA(PocilloporaDamicornis)
ORTHOMCL19028	3	1	pdam_00017155-RA(PocilloporaDamicornis) pdam_00017162-RA(PocilloporaDamicornis) pdam_00014380-RA(PocilloporaDamicornis)
ORTHOMCL19029	3	1	pdam_00024650-RA(PocilloporaDamicornis) pdam_00024653-RA(PocilloporaDamicornis) pdam_00024654-RA(PocilloporaDamicornis)
ORTHOMCL19030	3	1	pdam_00018477-RA(PocilloporaDamicornis) pdam_00025828-RA(PocilloporaDamicornis) pdam_00018476-RA(PocilloporaDamicornis)
ORTHOMCL19031	3	1	pdam_00009975-RA(PocilloporaDamicornis) pdam_00008628-RA(PocilloporaDamicornis) pdam_00007035-RA(PocilloporaDamicornis)
ORTHOMCL19032	3	1	pdam_00014845-RA(PocilloporaDamicornis) pdam_00014844-RA(PocilloporaDamicornis) pdam_00000812-RA(PocilloporaDamicornis)
ORTHOMCL19033	3	1	pdam_00000003-RA(PocilloporaDamicornis) pdam_00000002-RA(PocilloporaDamicornis) pdam_00000008-RA(PocilloporaDamicornis)
ORTHOMCL19034	3	1	pdam_00025369-RA(PocilloporaDamicornis) pdam_00025827-RA(PocilloporaDamicornis) pdam_00025767-RA(PocilloporaDamicornis)
ORTHOMCL19035	3	1	pdam_00003853-RA(PocilloporaDamicornis) pdam_00018826-RA(PocilloporaDamicornis) pdam_00018825-RA(PocilloporaDamicornis)
ORTHOMCL19036	3	1	pdam_00020057-RA(PocilloporaDamicornis) pdam_00024429-RA(PocilloporaDamicornis) pdam_00024430-RA(PocilloporaDamicornis)
ORTHOMCL19037	3	1	pdam_00001791-RA(PocilloporaDamicornis) pdam_00018998-RA(PocilloporaDamicornis) pdam_00004729-RA(PocilloporaDamicornis)
ORTHOMCL19038	3	1	pdam_00013223-RA(PocilloporaDamicornis) pdam_00013215-RA(PocilloporaDamicornis) pdam_00015362-RA(PocilloporaDamicornis)
ORTHOMCL19039	3	1	pdam_00007063-RA(PocilloporaDamicornis) pdam_00019128-RA(PocilloporaDamicornis) pdam_00007062-RA(PocilloporaDamicornis)
ORTHOMCL19040	3	1	pdam_00004570-RA(PocilloporaDamicornis) pdam_00013017-RA(PocilloporaDamicornis) pdam_00010601-RA(PocilloporaDamicornis)
ORTHOMCL19041	3	1	pdam_00007032-RA(PocilloporaDamicornis) pdam_00007025-RA(PocilloporaDamicornis) pdam_00019974-RA(PocilloporaDamicornis)
ORTHOMCL19042	3	1	pdam_00007220-RA(PocilloporaDamicornis) pdam_00021941-RA(PocilloporaDamicornis) pdam_00018702-RA(PocilloporaDamicornis)
ORTHOMCL19043	3	1	pdam_00001186-RA(PocilloporaDamicornis) pdam_00001185-RA(PocilloporaDamicornis) pdam_00001187-RA(PocilloporaDamicornis)
ORTHOMCL19044	3	1	pdam_00023718-RA(PocilloporaDamicornis) pdam_00015258-RA(PocilloporaDamicornis) pdam_00017345-RA(PocilloporaDamicornis)
ORTHOMCL19045	3	1	pdam_00014419-RA(PocilloporaDamicornis) pdam_00020348-RA(PocilloporaDamicornis) pdam_00020349-RA(PocilloporaDamicornis)
ORTHOMCL19046	3	1	pdam_00026031-RA(PocilloporaDamicornis) pdam_00026032-RA(PocilloporaDamicornis) pdam_00023796-RA(PocilloporaDamicornis)
ORTHOMCL19047	3	1	pdam_00024594-RA(PocilloporaDamicornis) pdam_00024596-RA(PocilloporaDamicornis) pdam_00010073-RA(PocilloporaDamicornis)
ORTHOMCL19048	3	1	pdam_00021513-RA(PocilloporaDamicornis) pdam_00021512-RA(PocilloporaDamicornis) pdam_00021514-RA(PocilloporaDamicornis)
ORTHOMCL19049	3	1	pdam_00023624-RA(PocilloporaDamicornis) pdam_00011332-RA(PocilloporaDamicornis) pdam_00025836-RA(PocilloporaDamicornis)
ORTHOMCL19050	3	1	pdam_00002190-RA(PocilloporaDamicornis) pdam_00002188-RA(PocilloporaDamicornis) pdam_00002180-RA(PocilloporaDamicornis)
ORTHOMCL19051	3	1	pdam_00008609-RA(PocilloporaDamicornis) pdam_00009809-RA(PocilloporaDamicornis) pdam_00016853-RA(PocilloporaDamicornis)
ORTHOMCL19052	3	1	pdam_00011755-RA(PocilloporaDamicornis) pdam_00011756-RA(PocilloporaDamicornis) pdam_00011750-RA(PocilloporaDamicornis)
ORTHOMCL19053	3	1	pdam_00023124-RA(PocilloporaDamicornis) pdam_00024776-RA(PocilloporaDamicornis) pdam_00016444-RA(PocilloporaDamicornis)
ORTHOMCL19054	3	1	pdam_00022800-RA(PocilloporaDamicornis) pdam_00025816-RA(PocilloporaDamicornis) pdam_00001717-RA(PocilloporaDamicornis)
ORTHOMCL19055	3	1	pdam_00017510-RA(PocilloporaDamicornis) pdam_00024159-RA(PocilloporaDamicornis) pdam_00022688-RA(PocilloporaDamicornis)
ORTHOMCL19056	3	1	pdam_00024649-RA(PocilloporaDamicornis) pdam_00023480-RA(PocilloporaDamicornis) pdam_00025713-RA(PocilloporaDamicornis)
ORTHOMCL19057	3	1	pdam_00017616-RA(PocilloporaDamicornis) pdam_00020129-RA(PocilloporaDamicornis) pdam_00020130-RA(PocilloporaDamicornis)
ORTHOMCL19058	3	1	pdam_00023055-RA(PocilloporaDamicornis) pdam_00007884-RA(PocilloporaDamicornis) pdam_00023053-RA(PocilloporaDamicornis)
ORTHOMCL19059	3	1	pdam_00004857-RA(PocilloporaDamicornis) pdam_00004858-RA(PocilloporaDamicornis) pdam_00004856-RA(PocilloporaDamicornis)
ORTHOMCL19060	3	1	pdam_00025558-RA(PocilloporaDamicornis) pdam_00025814-RA(PocilloporaDamicornis) pdam_00024311-RA(PocilloporaDamicornis)
ORTHOMCL19061	3	1	pdam_00022766-RA(PocilloporaDamicornis) pdam_00020319-RA(PocilloporaDamicornis) pdam_00020323-RA(PocilloporaDamicornis)
ORTHOMCL19062	3	1	pdam_00003278-RA(PocilloporaDamicornis) pdam_00025461-RA(PocilloporaDamicornis) pdam_00006238-RA(PocilloporaDamicornis)
ORTHOMCL19063	3	1	pdam_00023269-RA(PocilloporaDamicornis) pdam_00023271-RA(PocilloporaDamicornis) pdam_00023273-RA(PocilloporaDamicornis)
ORTHOMCL19064	3	1	pdam_00025101-RA(PocilloporaDamicornis) pdam_00021251-RA(PocilloporaDamicornis) pdam_00025102-RA(PocilloporaDamicornis)
ORTHOMCL19065	3	1	pdam_00021517-RA(PocilloporaDamicornis) pdam_00021516-RA(PocilloporaDamicornis) pdam_00021515-RA(PocilloporaDamicornis)
ORTHOMCL19066	3	1	pdam_00003260-RA(PocilloporaDamicornis) pdam_00006851-RA(PocilloporaDamicornis) pdam_00017862-RA(PocilloporaDamicornis)
ORTHOMCL19067	3	1	pdam_00020948-RA(PocilloporaDamicornis) pdam_00022352-RA(PocilloporaDamicornis) pdam_00015430-RA(PocilloporaDamicornis)
ORTHOMCL19068	3	1	pdam_00022140-RA(PocilloporaDamicornis) pdam_00017279-RA(PocilloporaDamicornis) pdam_00017276-RA(PocilloporaDamicornis)
ORTHOMCL19069	3	1	pdam_00025536-RA(PocilloporaDamicornis) pdam_00009811-RA(PocilloporaDamicornis) pdam_00025911-RA(PocilloporaDamicornis)
ORTHOMCL19070	3	1	pdam_00006353-RA(PocilloporaDamicornis) pdam_00018377-RA(PocilloporaDamicornis) pdam_00006351-RA(PocilloporaDamicornis)
ORTHOMCL19071	3	1	pdam_00022343-RA(PocilloporaDamicornis) pdam_00023447-RA(PocilloporaDamicornis) pdam_00023448-RA(PocilloporaDamicornis)
ORTHOMCL19072	3	1	pdam_00025768-RA(PocilloporaDamicornis) pdam_00025368-RA(PocilloporaDamicornis) pdam_00025826-RA(PocilloporaDamicornis)
ORTHOMCL19073	3	1	pdam_00023750-RA(PocilloporaDamicornis) pdam_00023751-RA(PocilloporaDamicornis) pdam_00016201-RA(PocilloporaDamicornis)
ORTHOMCL19074	3	1	pdam_00002893-RA(PocilloporaDamicornis) pdam_00002890-RA(PocilloporaDamicornis) pdam_00022631-RA(PocilloporaDamicornis)
ORTHOMCL19075	3	1	pdam_00004407-RA(PocilloporaDamicornis) pdam_00004417-RA(PocilloporaDamicornis) pdam_00004408-RA(PocilloporaDamicornis)
ORTHOMCL19076	3	1	pdam_00025961-RA(PocilloporaDamicornis) pdam_00025462-RA(PocilloporaDamicornis) pdam_00026044-RA(PocilloporaDamicornis)
ORTHOMCL19077	3	1	pdam_00024739-RA(PocilloporaDamicornis) pdam_00024754-RA(PocilloporaDamicornis) pdam_00010297-RA(PocilloporaDamicornis)
