GO.ID,Term,Annotated,Significant,Expected,Rank in classicFisher,classicFisher,elimFisher,topgoFisher,parentchildFisher
GO:0016032,viral process,2,1,0.24,155,0.2259,0.2259,1.0000,0.60000
GO:0016043,cellular component organization,465,15,55.88,644,1.0000,1.0000,1.0000,1.00000
GO:0016053,organic acid biosynthetic process,49,2,5.89,532,0.9857,0.9857,1.0000,0.49678
GO:0016054,organic acid catabolic process,26,3,3.12,331,0.6200,0.6200,1.0000,0.11522
GO:0016070,RNA metabolic process,805,14,96.73,664,1.0000,1.0000,1.0000,1.00000
GO:0016073,snRNA metabolic process,5,1,0.6,275,0.4729,0.4729,1.0000,0.09895
GO:0016192,vesicle-mediated transport,124,1,14.9,631,1.0000,1.0000,1.0000,0.99999
GO:0016265,death,120,15,14.42,289,0.4770,0.4770,1.0000,0.81150
GO:0016310,phosphorylation,535,66,64.29,254,0.4279,0.7526,1.0000,0.01499
GO:0016311,dephosphorylation,81,3,9.73,564,0.9978,0.9978,1.0000,0.99569
GO:0016441,posttranscriptional gene silencing,16,5,1.92,68,0.0348,0.0348,1.0000,0.03065
GO:0016458,gene silencing,22,5,2.64,115,0.1155,0.1155,1.0000,0.27472
GO:0017148,negative regulation of translation,17,5,2.04,77,0.0446,0.0446,1.0000,0.00045
GO:0017156,calcium ion regulated exocytosis,4,1,0.48,231,0.4008,0.4008,1.0000,1.00000
GO:0018130,heterocycle biosynthetic process,705,14,84.72,665,1.0000,1.0000,1.0000,0.99804
GO:0018193,peptidyl-amino acid modification,61,3,7.33,528,0.9827,0.9827,1.0000,0.93538
GO:0018208,peptidyl-proline modification,15,1,1.8,411,0.8537,0.8537,1.0000,0.57822
GO:0018212,peptidyl-tyrosine modification,16,2,1.92,318,0.5895,0.5895,1.0000,0.16560
GO:0019058,viral life cycle,2,1,0.24,156,0.2259,0.2259,1.0000,1.00000
GO:0019219,regulation of nucleobase-containing comp...,502,10,60.32,666,1.0000,1.0000,1.0000,0.99941
GO:0019220,regulation of phosphate metabolic proces...,49,10,5.89,100,0.0630,1.0000,1.0000,0.02781
GO:0019222,regulation of metabolic process,624,27,74.98,642,1.0000,1.0000,1.0000,1.00000
GO:0019438,aromatic compound biosynthetic process,686,14,82.43,667,1.0000,1.0000,1.0000,0.99362
GO:0019637,organophosphate metabolic process,206,13,24.75,566,0.9980,0.9980,1.0000,0.52930
GO:0019693,ribose phosphate metabolic process,74,3,8.89,550,0.9954,0.9954,1.0000,0.98249
GO:0019835,cytolysis,4,1,0.48,232,0.4008,0.4008,1.0000,0.42323
GO:0022008,neurogenesis,15,5,1.8,63,0.0265,0.0265,1.0000,0.09904
GO:0022402,cell cycle process,108,6,12.98,545,0.9926,0.9926,1.0000,0.99983
GO:0022607,cellular component assembly,214,8,25.72,619,1.0000,1.0000,1.0000,0.28624
GO:0022610,biological adhesion,84,13,10.09,142,0.2041,0.2041,1.0000,0.20409
GO:0023014,signal transduction by protein phosphory...,33,10,3.97,34,0.0041,1.0000,1.0000,0.02376
GO:0023051,regulation of signaling,135,16,16.22,311,0.5639,0.9906,1.0000,0.99230
GO:0023052,signaling,1952,479,234.56,4,< 1e-30,0.1032,1.0000,< 1e-30
GO:0023056,positive regulation of signaling,45,11,5.41,50,0.0153,0.8693,1.0000,0.52915
GO:0023061,signal release,13,1,1.56,391,0.8109,0.8109,1.0000,0.27660
GO:0030001,metal ion transport,234,24,28.12,396,0.8267,0.8267,1.0000,0.17270
GO:0030029,actin filament-based process,41,2,4.93,507,0.9657,0.9657,1.0000,0.99381
GO:0030030,cell projection organization,29,3,3.48,353,0.6945,0.6945,1.0000,0.85589
GO:0030036,actin cytoskeleton organization,41,2,4.93,508,0.9657,0.9657,1.0000,0.27204
GO:0030041,actin filament polymerization,20,1,2.4,460,0.9230,0.9230,1.0000,0.71429
GO:0030154,cell differentiation,26,5,3.12,136,0.1954,0.1954,1.0000,0.07733
GO:0030162,regulation of proteolysis,9,1,1.08,348,0.6843,0.6843,1.0000,0.59617
GO:0030182,neuron differentiation,11,3,1.32,123,0.1369,0.1369,1.0000,0.34565
GO:0030329,prenylcysteine metabolic process,2,1,0.24,157,0.2259,0.2259,1.0000,0.29176
GO:0030832,regulation of actin filament length,19,1,2.28,452,0.9124,0.9124,1.0000,0.86364
GO:0030833,regulation of actin filament polymerizat...,19,1,2.28,453,0.9124,0.9124,1.0000,0.95000
GO:0030838,positive regulation of actin filament po...,15,1,1.8,412,0.8537,0.8537,1.0000,0.71429
GO:0031047,gene silencing by RNA,17,5,2.04,78,0.0446,0.0446,1.0000,0.23498
GO:0031098,stress-activated protein kinase signalin...,30,10,3.6,21,0.0019,1.0000,1.0000,1.8e-05
GO:0031175,neuron projection development,10,3,1.2,113,0.1089,0.1089,1.0000,0.03284
GO:0031323,regulation of cellular metabolic process,588,26,70.66,639,1.0000,1.0000,1.0000,1.00000
GO:0031324,negative regulation of cellular metaboli...,52,8,6.25,184,0.2831,0.2831,1.0000,0.01196
GO:0031325,positive regulation of cellular metaboli...,61,10,7.33,135,0.1914,1.0000,1.0000,0.00340
GO:0031326,regulation of cellular biosynthetic proc...,521,15,62.61,649,1.0000,1.0000,1.0000,0.87177
GO:0031327,negative regulation of cellular biosynth...,43,7,5.17,180,0.2537,0.2537,1.0000,0.00010
GO:0031334,positive regulation of protein complex a...,15,1,1.8,413,0.8537,0.8537,1.0000,0.50727
GO:0031347,regulation of defense response,5,1,0.6,276,0.4729,0.4729,1.0000,0.71257
GO:0031349,positive regulation of defense response,5,1,0.6,277,0.4729,0.4729,1.0000,0.69348
GO:0031399,regulation of protein modification proce...,58,10,6.97,125,0.1521,1.0000,1.0000,0.04301
GO:0031401,positive regulation of protein modificat...,39,10,4.69,46,0.0146,1.0000,1.0000,0.00172
GO:0031497,chromatin assembly,22,1,2.64,481,0.9404,0.9404,1.0000,0.58366
GO:0031570,DNA integrity checkpoint,25,6,3,103,0.0709,0.0709,1.0000,0.15990
GO:0031579,membrane raft organization,3,1,0.36,209,0.3189,0.3189,1.0000,0.24883
GO:0031589,cell-substrate adhesion,17,3,2.04,219,0.3353,0.3353,1.0000,0.51728
GO:0031640,killing of cells of other organism,4,1,0.48,233,0.4008,0.4008,1.0000,1.00000
GO:0032147,activation of protein kinase activity,33,10,3.97,35,0.0041,1.0000,1.0000,0.70588
GO:0032196,transposition,3,1,0.36,210,0.3189,0.3189,1.0000,0.41139
GO:0032200,telomere organization,10,1,1.2,359,0.7222,0.7222,1.0000,0.15539
GO:0032268,regulation of cellular protein metabolic...,85,16,10.21,75,0.0442,0.6725,1.0000,3.0e-05
GO:0032269,negative regulation of cellular protein ...,26,6,3.12,108,0.0833,0.0833,1.0000,0.01383
GO:0032270,positive regulation of cellular protein ...,41,10,4.93,55,0.0206,1.0000,1.0000,0.00079
GO:0032271,regulation of protein polymerization,19,1,2.28,454,0.9124,0.9124,1.0000,0.70370
GO:0032273,positive regulation of protein polymeriz...,15,1,1.8,414,0.8537,0.8537,1.0000,0.55556
GO:0032309,icosanoid secretion,17,5,2.04,79,0.0446,0.0446,1.0000,1.00000
GO:0032446,protein modification by small protein co...,62,3,7.45,530,0.9843,0.9843,1.0000,0.22027
GO:0032479,regulation of type I interferon producti...,5,1,0.6,278,0.4729,0.4729,1.0000,0.83333
GO:0032501,multicellular organismal process,132,17,15.86,252,0.4190,0.4190,1.0000,0.41903
GO:0032535,regulation of cellular component size,20,1,2.4,461,0.9230,0.9230,1.0000,0.96734
GO:0032606,type I interferon production,5,1,0.6,279,0.4729,0.4729,1.0000,0.83333
GO:0032774,RNA biosynthetic process,564,11,67.77,668,1.0000,1.0000,1.0000,0.83582
GO:0032872,regulation of stress-activated MAPK casc...,30,10,3.6,22,0.0019,1.0000,1.0000,0.32460
GO:0032874,positive regulation of stress-activated ...,29,10,3.48,17,0.0014,1.0000,1.0000,0.21640
GO:0032940,secretion by cell,38,1,4.57,544,0.9924,0.9924,1.0000,0.99850
GO:0032956,regulation of actin cytoskeleton organiz...,21,1,2.52,474,0.9323,0.9323,1.0000,0.69935
GO:0032970,regulation of actin filament-based proce...,21,1,2.52,475,0.9323,0.9323,1.0000,0.98896
GO:0032989,cellular component morphogenesis,26,3,3.12,332,0.6200,0.6200,1.0000,0.05550
GO:0032990,cell part morphogenesis,24,3,2.88,308,0.5638,0.5638,1.0000,0.77846
GO:0033036,macromolecule localization,190,8,22.83,604,1.0000,1.0000,1.0000,0.99326
GO:0033043,regulation of organelle organization,43,1,5.17,552,0.9960,0.9960,1.0000,0.60147
GO:0033619,membrane protein proteolysis,4,1,0.48,234,0.4008,0.4008,1.0000,0.28178
GO:0033674,positive regulation of kinase activity,35,10,4.21,40,0.0065,1.0000,1.0000,0.05755
GO:0033865,nucleoside bisphosphate metabolic proces...,7,1,0.84,324,0.5920,0.5920,1.0000,0.22482
GO:0033875,ribonucleoside bisphosphate metabolic pr...,7,1,0.84,325,0.5920,0.5920,1.0000,1.00000
GO:0034032,purine nucleoside bisphosphate metabolic...,7,1,0.84,326,0.5920,0.5920,1.0000,0.30183
GO:0034035,purine ribonucleoside bisphosphate metab...,1,1,0.12,120,0.1202,0.1202,1.0000,0.14286
GO:0034220,ion transmembrane transport,128,10,15.38,489,0.9536,0.9536,1.0000,0.85923
GO:0034248,regulation of cellular amide metabolic p...,23,5,2.76,122,0.1338,0.1338,1.0000,0.00142
GO:0034249,negative regulation of cellular amide me...,17,5,2.04,80,0.0446,0.0446,1.0000,0.00064
GO:0034470,ncRNA processing,68,1,8.17,596,0.9998,0.9998,1.0000,0.68245
GO:0034622,cellular macromolecular complex assembly,99,2,11.9,605,1.0000,1.0000,1.0000,0.96313
GO:0034641,cellular nitrogen compound metabolic pro...,1464,46,175.92,669,1.0000,1.0000,1.0000,1.00000
GO:0034645,cellular macromolecule biosynthetic proc...,904,23,108.63,670,1.0000,1.0000,1.0000,1.00000
GO:0034654,nucleobase-containing compound biosynthe...,655,14,78.71,671,1.0000,1.0000,1.0000,0.97373
GO:0034660,ncRNA metabolic process,99,2,11.9,606,1.0000,1.0000,1.0000,0.52981
GO:0034728,nucleosome organization,23,1,2.76,485,0.9476,0.9476,1.0000,0.57545
GO:0035194,posttranscriptional gene silencing by RN...,16,5,1.92,69,0.0348,0.0348,1.0000,0.70588
GO:0035195,gene silencing by miRNA,15,5,1.8,64,0.0265,0.0265,1.0000,7.1e-05
GO:0035821,modification of morphology or physiology...,4,1,0.48,235,0.4008,0.4008,1.0000,0.18694
GO:0036211,protein modification process,868,80,104.3,563,0.9977,0.9998,1.0000,0.11857
GO:0038061,NIK/NF-kappaB signaling,30,10,3.6,23,0.0019,1.0000,1.0000,1.9e-05
GO:0040011,locomotion,20,4,2.4,143,0.2132,0.2132,1.0000,0.21316
GO:0040029,regulation of gene expression epigeneti...,21,5,2.52,112,0.0985,0.0985,1.0000,0.00015
GO:0040033,negative regulation of translation ncRN...,14,5,1.68,53,0.0196,0.0196,1.0000,4.9e-05
GO:0042127,regulation of cell proliferation,11,1,1.32,367,0.7557,0.7557,1.0000,0.90626
GO:0042219,cellular modified amino acid catabolic p...,20,4,2.4,144,0.2132,0.2132,1.0000,0.20407
GO:0042221,response to chemical,70,6,8.41,418,0.8615,0.8615,1.0000,0.99956
GO:0042278,purine nucleoside metabolic process,54,4,6.49,445,0.9031,0.9031,1.0000,0.22022
GO:0042303,molting cycle,2,1,0.24,158,0.2259,0.2259,1.0000,0.24564
GO:0042325,regulation of phosphorylation,45,10,5.41,70,0.0378,1.0000,1.0000,0.03580
GO:0042327,positive regulation of phosphorylation,35,10,4.21,41,0.0065,1.0000,1.0000,0.00592
GO:0042330,taxis,6,3,0.72,61,0.0261,0.0261,1.0000,0.02763
GO:0042398,cellular modified amino acid biosyntheti...,14,2,1.68,293,0.5151,0.5151,1.0000,0.12832
GO:0042451,purine nucleoside biosynthetic process,31,2,3.73,442,0.9016,0.9016,1.0000,0.48802
GO:0042455,ribonucleoside biosynthetic process,34,2,4.09,469,0.9278,0.9278,1.0000,0.81276
GO:0042592,homeostatic process,81,2,9.73,587,0.9996,0.9996,1.0000,0.88875
GO:0042886,amide transport,9,1,1.08,349,0.6843,0.6843,1.0000,0.58149
GO:0043038,amino acid activation,27,1,3.24,510,0.9687,0.9687,1.0000,0.88601
GO:0043039,tRNA aminoacylation,27,1,3.24,511,0.9687,0.9687,1.0000,0.39130
GO:0043043,peptide biosynthetic process,196,8,23.55,611,1.0000,1.0000,1.0000,0.64993
GO:0043066,negative regulation of apoptotic process,6,1,0.72,300,0.5362,0.5362,1.0000,0.56273
GO:0043067,regulation of programmed cell death,98,14,11.78,187,0.2856,0.2856,1.0000,0.19036
GO:0043069,negative regulation of programmed cell d...,6,1,0.72,301,0.5362,0.5362,1.0000,0.55942
GO:0043085,positive regulation of catalytic activit...,49,11,5.89,66,0.0281,0.9215,1.0000,0.00121
GO:0043086,negative regulation of catalytic activit...,10,1,1.2,360,0.7222,0.7222,1.0000,0.81483
GO:0043087,regulation of GTPase activity,18,1,2.16,438,0.9005,0.9005,1.0000,0.94565
GO:0043122,regulation of I-kappaB kinase/NF-kappaB ...,2,1,0.24,159,0.2259,0.2259,1.0000,0.27171
GO:0043170,macromolecule metabolic process,2532,159,304.26,672,1.0000,1.0000,1.0000,0.51903
GO:0043171,peptide catabolic process,15,3,1.8,182,0.2660,0.2660,1.0000,0.01568
GO:0043207,response to external biotic stimulus,31,3,3.73,363,0.7377,0.7377,1.0000,0.95807
GO:0043254,regulation of protein complex assembly,19,1,2.28,455,0.9124,0.9124,1.0000,0.53375
GO:0043281,regulation of cysteine-type endopeptidas...,2,1,0.24,160,0.2259,0.2259,1.0000,0.23715
GO:0043408,regulation of MAPK cascade,33,10,3.97,36,0.0041,1.0000,1.0000,0.00117
GO:0043410,positive regulation of MAPK cascade,32,10,3.85,29,0.0032,1.0000,1.0000,0.27906
GO:0043412,macromolecule modification,910,81,109.35,581,0.9994,1.0000,1.0000,4.5e-05
GO:0043413,macromolecule glycosylation,70,4,8.41,521,0.9755,0.9755,1.0000,0.88959
GO:0043436,oxoacid metabolic process,189,11,22.71,575,0.9987,0.9987,1.0000,1.00000
GO:0043549,regulation of kinase activity,41,10,4.93,56,0.0206,1.0000,1.0000,0.04685
GO:0043603,cellular amide metabolic process,245,11,29.44,618,1.0000,1.0000,1.0000,0.13183
GO:0043604,amide biosynthetic process,202,8,24.27,615,1.0000,1.0000,1.0000,0.15120
GO:0043623,cellular protein complex assembly,51,1,6.13,572,0.9986,0.9986,1.0000,0.90294
GO:0043933,macromolecular complex subunit organizat...,250,8,30.04,632,1.0000,1.0000,1.0000,0.61846
GO:0044085,cellular component biogenesis,249,8,29.92,630,1.0000,1.0000,1.0000,0.50000
GO:0044087,regulation of cellular component biogene...,20,1,2.4,462,0.9230,0.9230,1.0000,0.98125
GO:0044089,positive regulation of cellular componen...,15,1,1.8,415,0.8537,0.8537,1.0000,0.61132
GO:0044091,membrane biogenesis,3,1,0.36,211,0.3189,0.3189,1.0000,0.09369
GO:0044092,negative regulation of molecular functio...,11,1,1.32,368,0.7557,0.7557,1.0000,0.83321
GO:0044093,positive regulation of molecular functio...,52,11,6.25,74,0.0419,0.9464,1.0000,0.01672
GO:0044179,hemolysis in other organism,4,1,0.48,236,0.4008,0.4008,1.0000,1.00000
GO:0044238,primary metabolic process,3108,195,373.47,673,1.0000,1.0000,1.0000,1.00000
GO:0044242,cellular lipid catabolic process,13,1,1.56,392,0.8109,0.8109,1.0000,0.49144
GO:0044248,cellular catabolic process,181,7,21.75,609,1.0000,1.0000,1.0000,0.93472
GO:0044249,cellular biosynthetic process,1142,31,137.23,674,1.0000,1.0000,1.0000,1.00000
GO:0044255,cellular lipid metabolic process,127,9,15.26,523,0.9756,0.9756,1.0000,0.98883
GO:0044260,cellular macromolecule metabolic process,2108,118,253.31,675,1.0000,1.0000,1.0000,0.99969
GO:0044267,cellular protein metabolic process,1114,89,133.86,625,1.0000,1.0000,1.0000,0.00170
GO:0044271,cellular nitrogen compound biosynthetic ...,891,22,107.07,676,1.0000,1.0000,1.0000,0.98856
GO:0044272,sulfur compound biosynthetic process,24,3,2.88,309,0.5638,0.5638,1.0000,0.03611
GO:0044273,sulfur compound catabolic process,18,4,2.16,133,0.1622,0.1622,1.0000,0.00872
GO:0044281,small molecule metabolic process,396,19,47.59,629,1.0000,1.0000,1.0000,0.99883
GO:0044282,small molecule catabolic process,34,3,4.09,379,0.7933,0.7933,1.0000,0.27616
GO:0044283,small molecule biosynthetic process,67,2,8.05,568,0.9981,0.9981,1.0000,0.88804
GO:0044355,clearance of foreign intracellular DNA,2,1,0.24,161,0.2259,0.2259,1.0000,0.25526
GO:0044364,disruption of cells of other organism,4,1,0.48,237,0.4008,0.4008,1.0000,1.00000
GO:0044403,symbiosis encompassing mutualism throug...,6,2,0.72,129,0.1559,0.1559,1.0000,1.00000
GO:0044419,interspecies interaction between organis...,6,2,0.72,130,0.1559,0.1559,1.0000,0.14759
GO:0044699,single-organism process,4679,699,562.25,12,5.6e-25,0.0714,1.0000,5.6e-25
GO:0044700,single organism signaling,1950,479,234.32,3,< 1e-30,0.0989,1.0000,< 1e-30
GO:0044707,single-multicellular organism process,107,14,12.86,250,0.4099,0.4099,1.0000,0.74722
GO:0044710,single-organism metabolic process,1336,107,160.54,633,1.0000,1.0000,1.0000,1.00000
GO:0044711,single-organism biosynthetic process,268,13,32.2,617,1.0000,1.0000,1.0000,0.83852
GO:0044712,single-organism catabolic process,84,7,10.09,436,0.8924,0.8924,1.0000,0.43640
GO:0044723,single-organism carbohydrate metabolic p...,144,8,17.3,557,0.9973,0.9973,1.0000,0.90673
GO:0044763,single-organism cellular process,3737,605,449.05,11,6.8e-29,0.6826,1.0000,1.3e-26
GO:0044764,multi-organism cellular process,6,2,0.72,131,0.1559,0.1559,1.0000,0.17411
GO:0044765,single-organism transport,1022,94,122.81,578,0.9991,0.9991,1.0000,0.00065
GO:0044767,single-organism developmental process,122,12,14.66,386,0.8107,0.8107,1.0000,0.96460
GO:0044801,single-organism membrane fusion,8,2,0.96,176,0.2485,0.2485,1.0000,0.13102
GO:0044802,single-organism membrane organization,34,3,4.09,380,0.7933,0.7933,1.0000,0.93040
GO:0044854,plasma membrane raft assembly,3,1,0.36,212,0.3189,0.3189,1.0000,1.00000
GO:0044857,plasma membrane raft organization,3,1,0.36,213,0.3189,0.3189,1.0000,0.60000
GO:0045010,actin nucleation,14,1,1.68,398,0.8337,0.8337,1.0000,0.79692
GO:0045017,glycerolipid biosynthetic process,24,1,2.88,490,0.9539,0.9539,1.0000,0.48886
GO:0045055,regulated exocytosis,4,1,0.48,238,0.4008,0.4008,1.0000,0.15385
GO:0045087,innate immune response,5,1,0.6,280,0.4729,0.4729,1.0000,0.45655
GO:0045088,regulation of innate immune response,5,1,0.6,281,0.4729,0.4729,1.0000,0.71429
GO:0045089,positive regulation of innate immune res...,5,1,0.6,282,0.4729,0.4729,1.0000,0.83333
GO:0045595,regulation of cell differentiation,11,2,1.32,225,0.3880,0.3880,1.0000,0.65673
GO:0045859,regulation of protein kinase activity,39,10,4.69,47,0.0146,1.0000,1.0000,0.19928
GO:0045860,positive regulation of protein kinase ac...,34,10,4.09,39,0.0052,1.0000,1.0000,0.15469
GO:0045861,negative regulation of proteolysis,7,1,0.84,327,0.5920,0.5920,1.0000,0.46996
GO:0045934,negative regulation of nucleobase-contai...,25,2,3,394,0.8206,0.8206,1.0000,0.20765
GO:0045937,positive regulation of phosphate metabol...,37,10,4.45,45,0.0099,1.0000,1.0000,0.00351
GO:0045974,regulation of translation ncRNA-mediate...,14,5,1.68,54,0.0196,0.0196,1.0000,0.05950
GO:0046128,purine ribonucleoside metabolic process,54,4,6.49,446,0.9031,0.9031,1.0000,0.74540
GO:0046129,purine ribonucleoside biosynthetic proce...,31,2,3.73,443,0.9016,0.9016,1.0000,0.75811
GO:0046328,regulation of JNK cascade,30,10,3.6,24,0.0019,1.0000,1.0000,1.00000
GO:0046390,ribose phosphate biosynthetic process,47,1,5.65,560,0.9976,0.9976,1.0000,0.92735
GO:0046394,carboxylic acid biosynthetic process,49,2,5.89,533,0.9857,0.9857,1.0000,0.83485
GO:0046395,carboxylic acid catabolic process,26,3,3.12,333,0.6200,0.6200,1.0000,0.18371
GO:0046434,organophosphate catabolic process,18,1,2.16,439,0.9005,0.9005,1.0000,0.59843
GO:0046474,glycerophospholipid biosynthetic process,20,1,2.4,463,0.9230,0.9230,1.0000,0.75875
GO:0046483,heterocycle metabolic process,1268,38,152.37,677,1.0000,1.0000,1.0000,1.00000
GO:0046486,glycerolipid metabolic process,42,1,5.05,551,0.9954,0.9954,1.0000,0.97677
GO:0046500,S-adenosylmethionine metabolic process,3,1,0.36,214,0.3189,0.3189,1.0000,0.22841
GO:0046578,regulation of Ras protein signal transdu...,44,3,5.29,448,0.9124,0.9124,1.0000,0.59928
GO:0046700,heterocycle catabolic process,54,2,6.49,539,0.9918,0.9918,1.0000,0.50334
GO:0046717,acid secretion,17,5,2.04,81,0.0446,0.0446,1.0000,0.00854
GO:0046903,secretion,55,6,6.61,342,0.6621,0.6621,1.0000,0.39450
GO:0046907,intracellular transport,175,1,21.03,637,1.0000,1.0000,1.0000,1.00000
GO:0046942,carboxylic acid transport,37,5,4.45,265,0.4632,0.4632,1.0000,0.28417
GO:0048284,organelle fusion,9,2,1.08,192,0.2957,0.2957,1.0000,0.01138
GO:0048468,cell development,17,5,2.04,82,0.0446,0.0446,1.0000,0.00162
GO:0048489,synaptic vesicle transport,4,1,0.48,239,0.4008,0.4008,1.0000,0.02128
GO:0048513,animal organ development,20,2,2.4,356,0.7120,0.7120,1.0000,0.55562
GO:0048518,positive regulation of biological proces...,119,14,14.3,312,0.5767,0.9961,1.0000,0.57668
GO:0048519,negative regulation of biological proces...,102,9,12.26,428,0.8787,0.8787,1.0000,0.87873
GO:0048522,positive regulation of cellular process,102,12,12.26,313,0.5774,0.9990,1.0000,0.67525
GO:0048523,negative regulation of cellular process,94,9,11.3,393,0.8120,0.8120,1.0000,0.86914
GO:0048583,regulation of response to stimulus,136,17,16.34,267,0.4703,0.9778,1.0000,0.97356
GO:0048584,positive regulation of response to stimu...,46,12,5.53,42,0.0067,0.6192,1.0000,0.31530
GO:0048666,neuron development,10,3,1.2,114,0.1089,0.1089,1.0000,0.68552
GO:0048667,cell morphogenesis involved in neuron di...,8,3,0.96,94,0.0609,0.0609,1.0000,0.25455
GO:0048699,generation of neurons,15,5,1.8,65,0.0265,0.0265,1.0000,1.00000
GO:0048731,system development,45,6,5.41,259,0.4597,0.4597,1.0000,0.30354
GO:0048812,neuron projection morphogenesis,8,3,0.96,95,0.0609,0.0609,1.0000,0.02154
GO:0048856,anatomical structure development,70,6,8.41,419,0.8615,0.8615,1.0000,0.86126
GO:0048858,cell projection morphogenesis,24,3,2.88,310,0.5638,0.5638,1.0000,0.45028
GO:0048869,cellular developmental process,42,5,5.05,314,0.5799,0.5799,1.0000,0.83017
GO:0048870,cell motility,14,1,1.68,399,0.8337,0.8337,1.0000,0.55779
GO:0048878,chemical homeostasis,20,1,2.4,464,0.9230,0.9230,1.0000,0.43519
GO:0050776,regulation of immune response,7,1,0.84,328,0.5920,0.5920,1.0000,0.58731
GO:0050778,positive regulation of immune response,6,1,0.72,302,0.5362,0.5362,1.0000,0.72975
GO:0050789,regulation of biological process,2673,512,321.2,9,< 1e-30,0.9554,1.0000,< 1e-30
GO:0050790,regulation of catalytic activity,79,12,9.49,169,0.2356,0.9867,1.0000,2.7e-05
GO:0050793,regulation of developmental process,17,2,2.04,335,0.6234,0.6234,1.0000,0.85953
GO:0050794,regulation of cellular process,2639,510,317.11,8,< 1e-30,0.9493,1.0000,< 1e-30
GO:0050801,ion homeostasis,17,1,2.04,432,0.8868,0.8868,1.0000,0.85000
GO:0050877,neurological system process,16,3,1.92,196,0.3006,0.3006,1.0000,0.19145
GO:0050896,response to stimulus,2212,502,265.8,7,< 1e-30,0.0734,1.0000,< 1e-30
GO:0050906,detection of stimulus involved in sensor...,8,3,0.96,96,0.0609,0.0609,1.0000,0.10000
GO:0050907,detection of chemical stimulus involved ...,8,3,0.96,97,0.0609,0.0609,1.0000,0.10000
GO:0050909,sensory perception of taste,8,3,0.96,98,0.0609,0.0609,1.0000,1.00000
GO:0051056,regulation of small GTPase mediated sign...,50,3,6.01,486,0.9496,0.9496,1.0000,0.98383
GO:0051128,regulation of cellular component organiz...,51,1,6.13,573,0.9986,0.9986,1.0000,0.99994
GO:0051130,positive regulation of cellular componen...,18,1,2.16,440,0.9005,0.9005,1.0000,0.59179
GO:0051171,regulation of nitrogen compound metaboli...,525,15,63.09,652,1.0000,1.0000,1.0000,0.97576
GO:0051172,negative regulation of nitrogen compound...,42,7,5.05,167,0.2347,0.2347,1.0000,0.00062
GO:0051174,regulation of phosphorus metabolic proce...,49,10,5.89,101,0.0630,1.0000,1.0000,0.00240
GO:0051179,localization,1226,100,147.32,626,1.0000,1.0000,1.0000,1.00000
GO:0051186,cofactor metabolic process,74,1,8.89,599,0.9999,0.9999,1.0000,0.99134
GO:0051188,cofactor biosynthetic process,45,1,5.41,556,0.9969,0.9969,1.0000,0.70957
GO:0051234,establishment of localization,1208,99,145.16,624,1.0000,1.0000,1.0000,0.56081
GO:0051239,regulation of multicellular organismal p...,19,3,2.28,249,0.4042,0.4042,1.0000,0.72742
GO:0051240,positive regulation of multicellular org...,6,1,0.72,303,0.5362,0.5362,1.0000,0.55203
GO:0051246,regulation of protein metabolic process,88,16,10.57,89,0.0580,0.7216,1.0000,0.00025
GO:0051247,positive regulation of protein metabolic...,41,10,4.93,57,0.0206,1.0000,1.0000,0.00158
GO:0051248,negative regulation of protein metabolic...,26,6,3.12,109,0.0833,0.0833,1.0000,0.01952
GO:0051252,regulation of RNA metabolic process,496,10,59.6,678,1.0000,1.0000,1.0000,0.99575
GO:0051253,negative regulation of RNA metabolic pro...,24,2,2.88,382,0.8024,0.8024,1.0000,0.11026
GO:0051258,protein polymerization,27,1,3.24,512,0.9687,0.9687,1.0000,0.52941
GO:0051259,protein oligomerization,68,4,8.17,515,0.9706,0.9706,1.0000,0.35355
GO:0051276,chromosome organization,124,2,14.9,621,1.0000,1.0000,1.0000,0.79155
GO:0051336,regulation of hydrolase activity,24,2,2.88,383,0.8024,0.8024,1.0000,0.93536
GO:0051338,regulation of transferase activity,50,10,6.01,102,0.0706,1.0000,1.0000,0.10496
GO:0051345,positive regulation of hydrolase activit...,8,1,0.96,338,0.6411,0.6411,1.0000,0.82440
GO:0051346,negative regulation of hydrolase activit...,4,1,0.48,240,0.4008,0.4008,1.0000,0.25287
GO:0051347,positive regulation of transferase activ...,39,10,4.69,48,0.0146,1.0000,1.0000,0.04385
GO:0051403,stress-activated MAPK cascade,30,10,3.6,25,0.0019,1.0000,1.0000,0.32460
GO:0051493,regulation of cytoskeleton organization,27,1,3.24,513,0.9687,0.9687,1.0000,0.41919
GO:0051495,positive regulation of cytoskeleton orga...,16,1,1.92,425,0.8713,0.8713,1.0000,0.29576
GO:0051606,detection of stimulus,8,3,0.96,99,0.0609,0.0609,1.0000,0.26487
GO:0051640,organelle localization,12,1,1.44,375,0.7851,0.7851,1.0000,0.05405
GO:0051641,cellular localization,222,1,26.68,645,1.0000,1.0000,1.0000,1.00000
GO:0051648,vesicle localization,9,1,1.08,350,0.6843,0.6843,1.0000,0.75000
GO:0051649,establishment of localization in cell,211,1,25.35,643,1.0000,1.0000,1.0000,1.00000
GO:0051650,establishment of vesicle localization,9,1,1.08,351,0.6843,0.6843,1.0000,0.04265
GO:0051656,establishment of organelle localization,12,1,1.44,376,0.7851,0.7851,1.0000,0.64335
GO:0051674,localization of cell,14,1,1.68,400,0.8337,0.8337,1.0000,0.69815
