Group	Genes	Taxa	IDs
ORTHOMCL20328	3	1	pdam_00025768-RA(PocilloporaDamicornis) pdam_00025368-RA(PocilloporaDamicornis) pdam_00025826-RA(PocilloporaDamicornis)
ORTHOMCL20330	3	1	pdam_00004407-RA(PocilloporaDamicornis) pdam_00004417-RA(PocilloporaDamicornis) pdam_00004408-RA(PocilloporaDamicornis)
ORTHOMCL20332	3	1	pdam_00024494-RA(PocilloporaDamicornis) pdam_00024495-RA(PocilloporaDamicornis) pdam_00021082-RA(PocilloporaDamicornis)
ORTHOMCL20334	3	1	pdam_00020449-RA(PocilloporaDamicornis) pdam_00020450-RA(PocilloporaDamicornis) pdam_00016041-RA(PocilloporaDamicornis)
ORTHOMCL20337	3	1	pdam_00016866-RA(PocilloporaDamicornis) pdam_00016851-RA(PocilloporaDamicornis) pdam_00022412-RA(PocilloporaDamicornis)
ORTHOMCL20339	3	1	pdam_00021356-RA(PocilloporaDamicornis) pdam_00012283-RA(PocilloporaDamicornis) pdam_00024419-RA(PocilloporaDamicornis)
ORTHOMCL20341	3	1	pdam_00006102-RA(PocilloporaDamicornis) pdam_00006101-RA(PocilloporaDamicornis) pdam_00006103-RA(PocilloporaDamicornis)
ORTHOMCL20345	3	1	pdam_00024264-RA(PocilloporaDamicornis) pdam_00025866-RA(PocilloporaDamicornis) pdam_00024265-RA(PocilloporaDamicornis)
ORTHOMCL20348	3	1	pdam_00003865-RA(PocilloporaDamicornis) pdam_00019592-RA(PocilloporaDamicornis) pdam_00019589-RA(PocilloporaDamicornis)
ORTHOMCL20349	3	1	pdam_00008990-RA(PocilloporaDamicornis) pdam_00019468-RA(PocilloporaDamicornis) pdam_00021407-RA(PocilloporaDamicornis)
ORTHOMCL20352	3	1	pdam_00010570-RA(PocilloporaDamicornis) pdam_00010568-RA(PocilloporaDamicornis) pdam_00010569-RA(PocilloporaDamicornis)
ORTHOMCL20354	3	1	pdam_00010414-RA(PocilloporaDamicornis) pdam_00024725-RA(PocilloporaDamicornis) pdam_00025523-RA(PocilloporaDamicornis)
ORTHOMCL20355	3	1	pdam_00017298-RA(PocilloporaDamicornis) pdam_00017296-RA(PocilloporaDamicornis) pdam_00017292-RA(PocilloporaDamicornis)
ORTHOMCL20357	3	1	pdam_00012019-RA(PocilloporaDamicornis) pdam_00015788-RA(PocilloporaDamicornis) pdam_00012020-RA(PocilloporaDamicornis)
ORTHOMCL20359	3	1	pdam_00021169-RA(PocilloporaDamicornis) pdam_00023014-RA(PocilloporaDamicornis) pdam_00025261-RA(PocilloporaDamicornis)
ORTHOMCL20361	3	1	pdam_00022681-RA(PocilloporaDamicornis) pdam_00022679-RA(PocilloporaDamicornis) pdam_00022895-RA(PocilloporaDamicornis)
ORTHOMCL20365	3	1	pdam_00023674-RA(PocilloporaDamicornis) pdam_00021438-RA(PocilloporaDamicornis) pdam_00025954-RA(PocilloporaDamicornis)
ORTHOMCL20367	3	1	pdam_00002237-RA(PocilloporaDamicornis) pdam_00019152-RA(PocilloporaDamicornis) pdam_00019153-RA(PocilloporaDamicornis)
ORTHOMCL20370	3	1	pdam_00008225-RA(PocilloporaDamicornis) pdam_00008226-RA(PocilloporaDamicornis) pdam_00008228-RA(PocilloporaDamicornis)
ORTHOMCL20373	3	1	pdam_00005170-RA(PocilloporaDamicornis) pdam_00005172-RA(PocilloporaDamicornis) pdam_00005171-RA(PocilloporaDamicornis)
ORTHOMCL20381	3	1	pdam_00019189-RA(PocilloporaDamicornis) pdam_00005537-RA(PocilloporaDamicornis) pdam_00005926-RA(PocilloporaDamicornis)
ORTHOMCL20383	3	1	pdam_00012993-RA(PocilloporaDamicornis) pdam_00021073-RA(PocilloporaDamicornis) pdam_00004728-RA(PocilloporaDamicornis)
ORTHOMCL20385	3	1	pdam_00000088-RA(PocilloporaDamicornis) pdam_00000083-RA(PocilloporaDamicornis) pdam_00000087-RA(PocilloporaDamicornis)
ORTHOMCL28179	2	1	pdam_00025340-RA(PocilloporaDamicornis) pdam_00011090-RA(PocilloporaDamicornis)
ORTHOMCL28182	2	1	pdam_00021532-RA(PocilloporaDamicornis) pdam_00021527-RA(PocilloporaDamicornis)
ORTHOMCL28183	2	1	pdam_00013225-RA(PocilloporaDamicornis) pdam_00014921-RA(PocilloporaDamicornis)
ORTHOMCL28185	2	1	pdam_00022162-RA(PocilloporaDamicornis) pdam_00004574-RA(PocilloporaDamicornis)
ORTHOMCL28186	2	1	pdam_00025846-RA(PocilloporaDamicornis) pdam_00001473-RA(PocilloporaDamicornis)
ORTHOMCL28188	2	1	pdam_00009903-RA(PocilloporaDamicornis) pdam_00009900-RA(PocilloporaDamicornis)
ORTHOMCL28189	2	1	pdam_00018746-RA(PocilloporaDamicornis) pdam_00018745-RA(PocilloporaDamicornis)
ORTHOMCL28190	2	1	pdam_00015719-RA(PocilloporaDamicornis) pdam_00015720-RA(PocilloporaDamicornis)
ORTHOMCL28196	2	1	pdam_00013490-RA(PocilloporaDamicornis) pdam_00013488-RA(PocilloporaDamicornis)
ORTHOMCL28199	2	1	pdam_00019393-RA(PocilloporaDamicornis) pdam_00019391-RA(PocilloporaDamicornis)
ORTHOMCL28203	2	1	pdam_00007119-RA(PocilloporaDamicornis) pdam_00011487-RA(PocilloporaDamicornis)
ORTHOMCL28205	2	1	pdam_00018676-RA(PocilloporaDamicornis) pdam_00018675-RA(PocilloporaDamicornis)
ORTHOMCL28206	2	1	pdam_00014705-RA(PocilloporaDamicornis) pdam_00025970-RA(PocilloporaDamicornis)
ORTHOMCL28212	2	1	pdam_00019323-RA(PocilloporaDamicornis) pdam_00019327-RA(PocilloporaDamicornis)
ORTHOMCL28214	2	1	pdam_00022150-RA(PocilloporaDamicornis) pdam_00022151-RA(PocilloporaDamicornis)
ORTHOMCL28217	2	1	pdam_00020936-RA(PocilloporaDamicornis) pdam_00020937-RA(PocilloporaDamicornis)
ORTHOMCL28218	2	1	pdam_00023026-RA(PocilloporaDamicornis) pdam_00023024-RA(PocilloporaDamicornis)
ORTHOMCL28220	2	1	pdam_00018406-RA(PocilloporaDamicornis) pdam_00016956-RA(PocilloporaDamicornis)
ORTHOMCL28224	2	1	pdam_00015881-RA(PocilloporaDamicornis) pdam_00015879-RA(PocilloporaDamicornis)
ORTHOMCL28225	2	1	pdam_00007101-RA(PocilloporaDamicornis) pdam_00022680-RA(PocilloporaDamicornis)
ORTHOMCL28227	2	1	pdam_00019924-RA(PocilloporaDamicornis) pdam_00005472-RA(PocilloporaDamicornis)
ORTHOMCL28229	2	1	pdam_00015347-RA(PocilloporaDamicornis) pdam_00015003-RA(PocilloporaDamicornis)
ORTHOMCL28231	2	1	pdam_00023883-RA(PocilloporaDamicornis) pdam_00023882-RA(PocilloporaDamicornis)
ORTHOMCL28232	2	1	pdam_00008352-RA(PocilloporaDamicornis) pdam_00022103-RA(PocilloporaDamicornis)
ORTHOMCL28236	2	1	pdam_00010959-RA(PocilloporaDamicornis) pdam_00018478-RA(PocilloporaDamicornis)
ORTHOMCL28240	2	1	pdam_00020958-RA(PocilloporaDamicornis) pdam_00019832-RA(PocilloporaDamicornis)
ORTHOMCL28244	2	1	pdam_00007089-RA(PocilloporaDamicornis) pdam_00007083-RA(PocilloporaDamicornis)
ORTHOMCL28245	2	1	pdam_00002464-RA(PocilloporaDamicornis) pdam_00007472-RA(PocilloporaDamicornis)
ORTHOMCL28249	2	1	pdam_00007020-RA(PocilloporaDamicornis) pdam_00021686-RA(PocilloporaDamicornis)
ORTHOMCL28250	2	1	pdam_00016893-RA(PocilloporaDamicornis) pdam_00016133-RA(PocilloporaDamicornis)
ORTHOMCL28252	2	1	pdam_00006943-RA(PocilloporaDamicornis) pdam_00025857-RA(PocilloporaDamicornis)
ORTHOMCL28254	2	1	pdam_00019607-RA(PocilloporaDamicornis) pdam_00020792-RA(PocilloporaDamicornis)
ORTHOMCL28256	2	1	pdam_00016158-RA(PocilloporaDamicornis) pdam_00016157-RA(PocilloporaDamicornis)
ORTHOMCL28257	2	1	pdam_00012176-RA(PocilloporaDamicornis) pdam_00009802-RA(PocilloporaDamicornis)
ORTHOMCL28259	2	1	pdam_00024689-RA(PocilloporaDamicornis) pdam_00024686-RA(PocilloporaDamicornis)
ORTHOMCL28265	2	1	pdam_00022596-RA(PocilloporaDamicornis) pdam_00022588-RA(PocilloporaDamicornis)
ORTHOMCL28266	2	1	pdam_00023624-RA(PocilloporaDamicornis) pdam_00025836-RA(PocilloporaDamicornis)
ORTHOMCL28269	2	1	pdam_00008341-RA(PocilloporaDamicornis) pdam_00016802-RA(PocilloporaDamicornis)
ORTHOMCL28271	2	1	pdam_00019268-RA(PocilloporaDamicornis) pdam_00007621-RA(PocilloporaDamicornis)
ORTHOMCL28274	2	1	pdam_00009640-RA(PocilloporaDamicornis) pdam_00009642-RA(PocilloporaDamicornis)
ORTHOMCL28275	2	1	pdam_00024961-RA(PocilloporaDamicornis) pdam_00024462-RA(PocilloporaDamicornis)
ORTHOMCL28276	2	1	pdam_00021942-RA(PocilloporaDamicornis) pdam_00022900-RA(PocilloporaDamicornis)
ORTHOMCL28277	2	1	pdam_00011178-RA(PocilloporaDamicornis) pdam_00016277-RA(PocilloporaDamicornis)
ORTHOMCL28280	2	1	pdam_00015344-RA(PocilloporaDamicornis) pdam_00015343-RA(PocilloporaDamicornis)
ORTHOMCL28282	2	1	pdam_00023124-RA(PocilloporaDamicornis) pdam_00024776-RA(PocilloporaDamicornis)
ORTHOMCL28287	2	1	pdam_00009498-RA(PocilloporaDamicornis) pdam_00009497-RA(PocilloporaDamicornis)
ORTHOMCL28288	2	1	pdam_00009737-RA(PocilloporaDamicornis) pdam_00009740-RA(PocilloporaDamicornis)
ORTHOMCL28292	2	1	pdam_00003582-RA(PocilloporaDamicornis) pdam_00003581-RA(PocilloporaDamicornis)
ORTHOMCL28293	2	1	pdam_00023112-RA(PocilloporaDamicornis) pdam_00023111-RA(PocilloporaDamicornis)
ORTHOMCL28295	2	1	pdam_00025762-RA(PocilloporaDamicornis) pdam_00025806-RA(PocilloporaDamicornis)
ORTHOMCL28302	2	1	pdam_00006743-RA(PocilloporaDamicornis) pdam_00006741-RA(PocilloporaDamicornis)
ORTHOMCL28306	2	1	pdam_00007975-RA(PocilloporaDamicornis) pdam_00025608-RA(PocilloporaDamicornis)
ORTHOMCL28308	2	1	pdam_00018091-RA(PocilloporaDamicornis) pdam_00018073-RA(PocilloporaDamicornis)
ORTHOMCL28311	2	1	pdam_00022766-RA(PocilloporaDamicornis) pdam_00020319-RA(PocilloporaDamicornis)
ORTHOMCL28312	2	1	pdam_00024786-RA(PocilloporaDamicornis) pdam_00012286-RA(PocilloporaDamicornis)
ORTHOMCL28313	2	1	pdam_00011497-RA(PocilloporaDamicornis) pdam_00003524-RA(PocilloporaDamicornis)
ORTHOMCL28316	2	1	pdam_00004420-RA(PocilloporaDamicornis) pdam_00004421-RA(PocilloporaDamicornis)
ORTHOMCL28318	2	1	pdam_00021205-RA(PocilloporaDamicornis) pdam_00022059-RA(PocilloporaDamicornis)
ORTHOMCL28320	2	1	pdam_00018052-RA(PocilloporaDamicornis) pdam_00018050-RA(PocilloporaDamicornis)
ORTHOMCL28321	2	1	pdam_00021517-RA(PocilloporaDamicornis) pdam_00021516-RA(PocilloporaDamicornis)
ORTHOMCL28324	2	1	pdam_00021347-RA(PocilloporaDamicornis) pdam_00023312-RA(PocilloporaDamicornis)
ORTHOMCL28325	2	1	pdam_00025275-RA(PocilloporaDamicornis) pdam_00018085-RA(PocilloporaDamicornis)
ORTHOMCL28328	2	1	pdam_00025557-RA(PocilloporaDamicornis) pdam_00025556-RA(PocilloporaDamicornis)
ORTHOMCL28329	2	1	pdam_00021814-RA(PocilloporaDamicornis) pdam_00019985-RA(PocilloporaDamicornis)
ORTHOMCL28331	2	1	pdam_00014713-RA(PocilloporaDamicornis) pdam_00008799-RA(PocilloporaDamicornis)
ORTHOMCL28334	2	1	pdam_00004793-RA(PocilloporaDamicornis) pdam_00004792-RA(PocilloporaDamicornis)
ORTHOMCL28335	2	1	pdam_00016235-RA(PocilloporaDamicornis) pdam_00006108-RA(PocilloporaDamicornis)
ORTHOMCL28338	2	1	pdam_00012196-RA(PocilloporaDamicornis) pdam_00012195-RA(PocilloporaDamicornis)
ORTHOMCL28340	2	1	pdam_00001584-RA(PocilloporaDamicornis) pdam_00001583-RA(PocilloporaDamicornis)
ORTHOMCL28341	2	1	pdam_00014411-RA(PocilloporaDamicornis) pdam_00014413-RA(PocilloporaDamicornis)
ORTHOMCL28344	2	1	pdam_00000681-RA(PocilloporaDamicornis) pdam_00000685-RA(PocilloporaDamicornis)
ORTHOMCL28346	2	1	pdam_00013370-RA(PocilloporaDamicornis) pdam_00013371-RA(PocilloporaDamicornis)
ORTHOMCL28349	2	1	pdam_00024222-RA(PocilloporaDamicornis) pdam_00021810-RA(PocilloporaDamicornis)
ORTHOMCL28356	2	1	pdam_00006850-RA(PocilloporaDamicornis) pdam_00006849-RA(PocilloporaDamicornis)
ORTHOMCL28358	2	1	pdam_00008060-RA(PocilloporaDamicornis) pdam_00008061-RA(PocilloporaDamicornis)
ORTHOMCL28359	2	1	pdam_00011464-RA(PocilloporaDamicornis) pdam_00011462-RA(PocilloporaDamicornis)
ORTHOMCL28361	2	1	pdam_00008651-RA(PocilloporaDamicornis) pdam_00015436-RA(PocilloporaDamicornis)
ORTHOMCL28362	2	1	pdam_00025129-RA(PocilloporaDamicornis) pdam_00025127-RA(PocilloporaDamicornis)
ORTHOMCL28366	2	1	pdam_00010602-RA(PocilloporaDamicornis) pdam_00025624-RA(PocilloporaDamicornis)
ORTHOMCL28368	2	1	pdam_00015739-RA(PocilloporaDamicornis) pdam_00011194-RA(PocilloporaDamicornis)
ORTHOMCL28370	2	1	pdam_00017668-RA(PocilloporaDamicornis) pdam_00017669-RA(PocilloporaDamicornis)
ORTHOMCL28375	2	1	pdam_00020332-RA(PocilloporaDamicornis) pdam_00009406-RA(PocilloporaDamicornis)
ORTHOMCL28379	2	1	pdam_00018410-RA(PocilloporaDamicornis) pdam_00018407-RA(PocilloporaDamicornis)
ORTHOMCL28380	2	1	pdam_00021250-RA(PocilloporaDamicornis) pdam_00021249-RA(PocilloporaDamicornis)
ORTHOMCL28382	2	1	pdam_00020284-RA(PocilloporaDamicornis) pdam_00022276-RA(PocilloporaDamicornis)
ORTHOMCL28387	2	1	pdam_00022615-RA(PocilloporaDamicornis) pdam_00023364-RA(PocilloporaDamicornis)
ORTHOMCL28390	2	1	pdam_00006995-RA(PocilloporaDamicornis) pdam_00006996-RA(PocilloporaDamicornis)
ORTHOMCL28393	2	1	pdam_00024544-RA(PocilloporaDamicornis) pdam_00024541-RA(PocilloporaDamicornis)
ORTHOMCL28394	2	1	pdam_00020510-RA(PocilloporaDamicornis) pdam_00015629-RA(PocilloporaDamicornis)
ORTHOMCL28395	2	1	pdam_00020897-RA(PocilloporaDamicornis) pdam_00014405-RA(PocilloporaDamicornis)
ORTHOMCL28396	2	1	pdam_00025757-RA(PocilloporaDamicornis) pdam_00003896-RA(PocilloporaDamicornis)
ORTHOMCL28399	2	1	pdam_00019528-RA(PocilloporaDamicornis) pdam_00019531-RA(PocilloporaDamicornis)
ORTHOMCL28400	2	1	pdam_00024694-RA(PocilloporaDamicornis) pdam_00021601-RA(PocilloporaDamicornis)
ORTHOMCL28403	2	1	pdam_00017574-RA(PocilloporaDamicornis) pdam_00007384-RA(PocilloporaDamicornis)
ORTHOMCL28404	2	1	pdam_00024261-RA(PocilloporaDamicornis) pdam_00019044-RA(PocilloporaDamicornis)
ORTHOMCL28406	2	1	pdam_00006360-RA(PocilloporaDamicornis) pdam_00012659-RA(PocilloporaDamicornis)
ORTHOMCL28407	2	1	pdam_00005013-RA(PocilloporaDamicornis) pdam_00005015-RA(PocilloporaDamicornis)
ORTHOMCL28408	2	1	pdam_00023272-RA(PocilloporaDamicornis) pdam_00023274-RA(PocilloporaDamicornis)
ORTHOMCL28409	2	1	pdam_00014577-RA(PocilloporaDamicornis) pdam_00014576-RA(PocilloporaDamicornis)
ORTHOMCL28413	2	1	pdam_00023104-RA(PocilloporaDamicornis) pdam_00013733-RA(PocilloporaDamicornis)
ORTHOMCL28414	2	1	pdam_00024979-RA(PocilloporaDamicornis) pdam_00024978-RA(PocilloporaDamicornis)
ORTHOMCL28415	2	1	pdam_00018128-RA(PocilloporaDamicornis) pdam_00013965-RA(PocilloporaDamicornis)
ORTHOMCL28416	2	1	pdam_00016435-RA(PocilloporaDamicornis) pdam_00022573-RA(PocilloporaDamicornis)
ORTHOMCL28419	2	1	pdam_00023503-RA(PocilloporaDamicornis) pdam_00023502-RA(PocilloporaDamicornis)
ORTHOMCL28422	2	1	pdam_00009195-RA(PocilloporaDamicornis) pdam_00009186-RA(PocilloporaDamicornis)
ORTHOMCL28426	2	1	pdam_00018798-RA(PocilloporaDamicornis) pdam_00018797-RA(PocilloporaDamicornis)
ORTHOMCL28427	2	1	pdam_00002473-RA(PocilloporaDamicornis) pdam_00002477-RA(PocilloporaDamicornis)
ORTHOMCL28429	2	1	pdam_00016023-RA(PocilloporaDamicornis) pdam_00016026-RA(PocilloporaDamicornis)
ORTHOMCL28430	2	1	pdam_00024661-RA(PocilloporaDamicornis) pdam_00024662-RA(PocilloporaDamicornis)
ORTHOMCL28432	2	1	pdam_00011256-RA(PocilloporaDamicornis) pdam_00011258-RA(PocilloporaDamicornis)
ORTHOMCL28433	2	1	pdam_00024064-RA(PocilloporaDamicornis) pdam_00025367-RA(PocilloporaDamicornis)
ORTHOMCL28434	2	1	pdam_00022734-RA(PocilloporaDamicornis) pdam_00007060-RA(PocilloporaDamicornis)
ORTHOMCL28438	2	1	pdam_00014488-RA(PocilloporaDamicornis) pdam_00020356-RA(PocilloporaDamicornis)
ORTHOMCL28440	2	1	pdam_00003987-RA(PocilloporaDamicornis) pdam_00021108-RA(PocilloporaDamicornis)
ORTHOMCL28446	2	1	pdam_00016826-RA(PocilloporaDamicornis) pdam_00007670-RA(PocilloporaDamicornis)
ORTHOMCL28448	2	1	pdam_00016958-RA(PocilloporaDamicornis) pdam_00012472-RA(PocilloporaDamicornis)
ORTHOMCL28452	2	1	pdam_00015623-RA(PocilloporaDamicornis) pdam_00020511-RA(PocilloporaDamicornis)
ORTHOMCL28457	2	1	pdam_00009641-RA(PocilloporaDamicornis) pdam_00023856-RA(PocilloporaDamicornis)
ORTHOMCL28459	2	1	pdam_00007233-RA(PocilloporaDamicornis) pdam_00007235-RA(PocilloporaDamicornis)
ORTHOMCL28460	2	1	pdam_00025816-RA(PocilloporaDamicornis) pdam_00001717-RA(PocilloporaDamicornis)
ORTHOMCL28463	2	1	pdam_00019375-RA(PocilloporaDamicornis) pdam_00019374-RA(PocilloporaDamicornis)
ORTHOMCL28465	2	1	pdam_00014188-RA(PocilloporaDamicornis) pdam_00012356-RA(PocilloporaDamicornis)
ORTHOMCL28472	2	1	pdam_00015665-RA(PocilloporaDamicornis) pdam_00022273-RA(PocilloporaDamicornis)
ORTHOMCL28474	2	1	pdam_00019390-RA(PocilloporaDamicornis) pdam_00019385-RA(PocilloporaDamicornis)
ORTHOMCL28476	2	1	pdam_00000035-RA(PocilloporaDamicornis) pdam_00000040-RA(PocilloporaDamicornis)
ORTHOMCL28480	2	1	pdam_00021447-RA(PocilloporaDamicornis) pdam_00008217-RA(PocilloporaDamicornis)
ORTHOMCL28483	2	1	pdam_00022896-RA(PocilloporaDamicornis) pdam_00007102-RA(PocilloporaDamicornis)
ORTHOMCL28488	2	1	pdam_00019161-RA(PocilloporaDamicornis) pdam_00003923-RA(PocilloporaDamicornis)
ORTHOMCL28491	2	1	pdam_00026009-RA(PocilloporaDamicornis) pdam_00002183-RA(PocilloporaDamicornis)
ORTHOMCL28492	2	1	pdam_00001943-RA(PocilloporaDamicornis) pdam_00001942-RA(PocilloporaDamicornis)
ORTHOMCL28493	2	1	pdam_00015764-RA(PocilloporaDamicornis) pdam_00000106-RA(PocilloporaDamicornis)
ORTHOMCL28494	2	1	pdam_00024187-RA(PocilloporaDamicornis) pdam_00024189-RA(PocilloporaDamicornis)
ORTHOMCL28496	2	1	pdam_00024632-RA(PocilloporaDamicornis) pdam_00006356-RA(PocilloporaDamicornis)
ORTHOMCL28497	2	1	pdam_00013635-RA(PocilloporaDamicornis) pdam_00013634-RA(PocilloporaDamicornis)
ORTHOMCL28500	2	1	pdam_00016539-RA(PocilloporaDamicornis) pdam_00016540-RA(PocilloporaDamicornis)
ORTHOMCL28502	2	1	pdam_00016654-RA(PocilloporaDamicornis) pdam_00016653-RA(PocilloporaDamicornis)
ORTHOMCL28508	2	1	pdam_00024515-RA(PocilloporaDamicornis) pdam_00016394-RA(PocilloporaDamicornis)
ORTHOMCL28511	2	1	pdam_00002662-RA(PocilloporaDamicornis) pdam_00002661-RA(PocilloporaDamicornis)
ORTHOMCL28512	2	1	pdam_00007042-RA(PocilloporaDamicornis) pdam_00025914-RA(PocilloporaDamicornis)
ORTHOMCL28513	2	1	pdam_00009799-RA(PocilloporaDamicornis) pdam_00025919-RA(PocilloporaDamicornis)
ORTHOMCL28516	2	1	pdam_00015464-RA(PocilloporaDamicornis) pdam_00015467-RA(PocilloporaDamicornis)
ORTHOMCL28518	2	1	pdam_00018549-RA(PocilloporaDamicornis) pdam_00018548-RA(PocilloporaDamicornis)
ORTHOMCL28519	2	1	pdam_00005103-RA(PocilloporaDamicornis) pdam_00025139-RA(PocilloporaDamicornis)
ORTHOMCL28520	2	1	pdam_00016443-RA(PocilloporaDamicornis) pdam_00016438-RA(PocilloporaDamicornis)
ORTHOMCL28528	2	1	pdam_00003981-RA(PocilloporaDamicornis) pdam_00002992-RA(PocilloporaDamicornis)
ORTHOMCL28529	2	1	pdam_00006228-RA(PocilloporaDamicornis) pdam_00018526-RA(PocilloporaDamicornis)
ORTHOMCL28530	2	1	pdam_00021640-RA(PocilloporaDamicornis) pdam_00003510-RA(PocilloporaDamicornis)
ORTHOMCL28532	2	1	pdam_00015940-RA(PocilloporaDamicornis) pdam_00015943-RA(PocilloporaDamicornis)
ORTHOMCL28534	2	1	pdam_00023853-RA(PocilloporaDamicornis) pdam_00019883-RA(PocilloporaDamicornis)
ORTHOMCL28537	2	1	pdam_00012346-RA(PocilloporaDamicornis) pdam_00012348-RA(PocilloporaDamicornis)
ORTHOMCL28539	2	1	pdam_00003586-RA(PocilloporaDamicornis) pdam_00013763-RA(PocilloporaDamicornis)
ORTHOMCL28545	2	1	pdam_00013632-RA(PocilloporaDamicornis) pdam_00013629-RA(PocilloporaDamicornis)
ORTHOMCL28546	2	1	pdam_00015647-RA(PocilloporaDamicornis) pdam_00015112-RA(PocilloporaDamicornis)
ORTHOMCL28547	2	1	pdam_00022930-RA(PocilloporaDamicornis) pdam_00022934-RA(PocilloporaDamicornis)
ORTHOMCL28549	2	1	pdam_00024600-RA(PocilloporaDamicornis) pdam_00012287-RA(PocilloporaDamicornis)
ORTHOMCL28551	2	1	pdam_00023554-RA(PocilloporaDamicornis) pdam_00023555-RA(PocilloporaDamicornis)
ORTHOMCL28554	2	1	pdam_00005314-RA(PocilloporaDamicornis) pdam_00005315-RA(PocilloporaDamicornis)
ORTHOMCL28556	2	1	pdam_00020569-RA(PocilloporaDamicornis) pdam_00008391-RA(PocilloporaDamicornis)
ORTHOMCL28559	2	1	pdam_00016116-RA(PocilloporaDamicornis) pdam_00016109-RA(PocilloporaDamicornis)
ORTHOMCL28561	2	1	pdam_00002648-RA(PocilloporaDamicornis) pdam_00010258-RA(PocilloporaDamicornis)
ORTHOMCL28562	2	1	pdam_00019494-RA(PocilloporaDamicornis) pdam_00019491-RA(PocilloporaDamicornis)
ORTHOMCL28564	2	1	pdam_00020515-RA(PocilloporaDamicornis) pdam_00020514-RA(PocilloporaDamicornis)
ORTHOMCL28565	2	1	pdam_00006198-RA(PocilloporaDamicornis) pdam_00006201-RA(PocilloporaDamicornis)
ORTHOMCL28566	2	1	pdam_00007555-RA(PocilloporaDamicornis) pdam_00007554-RA(PocilloporaDamicornis)
ORTHOMCL28568	2	1	pdam_00020593-RA(PocilloporaDamicornis) pdam_00025793-RA(PocilloporaDamicornis)
ORTHOMCL28569	2	1	pdam_00016626-RA(PocilloporaDamicornis) pdam_00025050-RA(PocilloporaDamicornis)
ORTHOMCL28571	2	1	pdam_00022303-RA(PocilloporaDamicornis) pdam_00022301-RA(PocilloporaDamicornis)
ORTHOMCL28574	2	1	pdam_00009196-RA(PocilloporaDamicornis) pdam_00009198-RA(PocilloporaDamicornis)
ORTHOMCL28576	2	1	pdam_00002181-RA(PocilloporaDamicornis) pdam_00002185-RA(PocilloporaDamicornis)
ORTHOMCL28577	2	1	pdam_00000147-RA(PocilloporaDamicornis) pdam_00000141-RA(PocilloporaDamicornis)
ORTHOMCL28584	2	1	pdam_00003861-RA(PocilloporaDamicornis) pdam_00011530-RA(PocilloporaDamicornis)
ORTHOMCL28585	2	1	pdam_00025413-RA(PocilloporaDamicornis) pdam_00025371-RA(PocilloporaDamicornis)
ORTHOMCL28586	2	1	pdam_00022611-RA(PocilloporaDamicornis) pdam_00022612-RA(PocilloporaDamicornis)
ORTHOMCL28588	2	1	pdam_00006848-RA(PocilloporaDamicornis) pdam_00015163-RA(PocilloporaDamicornis)
ORTHOMCL28594	2	1	pdam_00000348-RA(PocilloporaDamicornis) pdam_00000351-RA(PocilloporaDamicornis)
ORTHOMCL28595	2	1	pdam_00024829-RA(PocilloporaDamicornis) pdam_00024828-RA(PocilloporaDamicornis)
ORTHOMCL28596	2	1	pdam_00013362-RA(PocilloporaDamicornis) pdam_00013365-RA(PocilloporaDamicornis)
ORTHOMCL28599	2	1	pdam_00012114-RA(PocilloporaDamicornis) pdam_00000988-RA(PocilloporaDamicornis)
ORTHOMCL28601	2	1	pdam_00017169-RA(PocilloporaDamicornis) pdam_00017172-RA(PocilloporaDamicornis)
ORTHOMCL28603	2	1	pdam_00021600-RA(PocilloporaDamicornis) pdam_00024695-RA(PocilloporaDamicornis)
ORTHOMCL28611	2	1	pdam_00019979-RA(PocilloporaDamicornis) pdam_00025849-RA(PocilloporaDamicornis)
ORTHOMCL28616	2	1	pdam_00021991-RA(PocilloporaDamicornis) pdam_00020279-RA(PocilloporaDamicornis)
ORTHOMCL28618	2	1	pdam_00014254-RA(PocilloporaDamicornis) pdam_00014255-RA(PocilloporaDamicornis)
ORTHOMCL28622	2	1	pdam_00025304-RA(PocilloporaDamicornis) pdam_00022416-RA(PocilloporaDamicornis)
ORTHOMCL28623	2	1	pdam_00016792-RA(PocilloporaDamicornis) pdam_00016793-RA(PocilloporaDamicornis)
ORTHOMCL28625	2	1	pdam_00000037-RA(PocilloporaDamicornis) pdam_00000039-RA(PocilloporaDamicornis)
ORTHOMCL28627	2	1	pdam_00003927-RA(PocilloporaDamicornis) pdam_00019421-RA(PocilloporaDamicornis)
ORTHOMCL28632	2	1	pdam_00020162-RA(PocilloporaDamicornis) pdam_00020163-RA(PocilloporaDamicornis)
ORTHOMCL28636	2	1	pdam_00024429-RA(PocilloporaDamicornis) pdam_00024430-RA(PocilloporaDamicornis)
ORTHOMCL28637	2	1	pdam_00010595-RA(PocilloporaDamicornis) pdam_00017647-RA(PocilloporaDamicornis)
ORTHOMCL28639	2	1	pdam_00016861-RA(PocilloporaDamicornis) pdam_00022415-RA(PocilloporaDamicornis)
ORTHOMCL28640	2	1	pdam_00024915-RA(PocilloporaDamicornis) pdam_00024914-RA(PocilloporaDamicornis)
ORTHOMCL28643	2	1	pdam_00020852-RA(PocilloporaDamicornis) pdam_00000495-RA(PocilloporaDamicornis)
ORTHOMCL28645	2	1	pdam_00020739-RA(PocilloporaDamicornis) pdam_00020741-RA(PocilloporaDamicornis)
