# BUSCO version is: 2.0.1 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 65, number of BUSCOs: 978)
# To reproduce this run: python /nethome/rcunning/local/busco/BUSCO.py -i ../data/filter/pdam.fasta -o pdam -l /nethome/rcunning/local/busco/metazoa_odb9/ -m genome -c 15 --long -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG091G0DTE	Fragmented	SczhEnG_3511	134086	145020	182.4	141
EOG091G0DTP	Complete	SczhEnG_1972	234640	240015	328.0	232
EOG091G0DUX	Complete	SczhEnG_2508	52686	58571	307.7	218
EOG091G0DVQ	Complete	SczhEnG_2144	90179	97972	358.8	253
EOG091G0DWW	Complete	SczhEnG_1812	601236	608574	347.8	433
EOG091G0DXC	Complete	SczhEnG_2825	57396	69298	339.3	281
EOG091G0DXE	Complete	SczhEnG_1726	230271	233943	307.0	330
EOG091G0DXP	Complete	SczhEnG_24	40551	53365	275.6	228
EOG091G0DXV	Complete	SczhEnG_1673	44834	55883	483.9	400
EOG091G0DYU	Complete	SczhEnG_3861	37049	44847	208.0	208
EOG091G0DYW	Complete	SczhEnG_527	47949	54599	425.5	319
EOG091G0E06	Complete	SczhEnG_651	10026	14521	250.7	185
EOG091G0E11	Complete	SczhEnG_3803	232259	236242	173.2	187
EOG091G0E2R	Missing
EOG091G0E2X	Missing
EOG091G0E3F	Complete	SczhEnG_4231	1003800	1013900	259.8	270
EOG091G0E3V	Complete	SczhEnG_655	451327	460155	374.0	231
EOG091G0E5O	Missing
EOG091G0E5P	Complete	SczhEnG_3058	725797	728875	255.9	185
EOG091G0E7S	Complete	SczhEnG_2419	132892	140939	486.8	270
EOG091G0E8J	Complete	SczhEnG_472	123829	128872	310.0	246
EOG091G0EA2	Complete	SczhEnG_3341	76088	87860	149.0	156
EOG091G0EAF	Complete	SczhEnG_3549	262720	273492	410.3	310
EOG091G0EBA	Complete	SczhEnG_862	694667	699762	311.3	388
EOG091G0EH8	Complete	SczhEnG_4356	245939	253118	428.8	221
EOG091G0EHF	Complete	SczhEnG_300	380882	389736	406.6	268
EOG091G0EHY	Complete	SczhEnG_655	5356	17689	381.2	246
EOG091G0EHZ	Complete	SczhEnG_3781	157266	164696	306.5	214
EOG091G0EKA	Fragmented	SczhEnG_137	25242	28462	203.6	118
EOG091G0ELO	Complete	SczhEnG_4084	215711	221693	252.5	252
EOG091G0ELS	Complete	SczhEnG_417	57290	61342	231.7	178
EOG091G0EM6	Missing
EOG091G0EMF	Complete	SczhEnG_101	460068	466758	143.6	143
EOG091G0EO4	Complete	SczhEnG_2844	45446	51624	126.4	226
EOG091G0EQR	Complete	SczhEnG_3155	361463	369263	307.5	286
EOG091G0ER1	Complete	SczhEnG_2145	127884	139272	298.1	223
EOG091G0ERU	Complete	SczhEnG_2452	208339	217268	383.9	362
EOG091G0ES6	Complete	SczhEnG_2275	24751	33775	271.6	185
EOG091G0EUU	Complete	SczhEnG_2053	38548	46008	449.8	299
EOG091G0EVK	Complete	SczhEnG_2036	90071	98531	393.7	236
EOG091G0EZ8	Complete	SczhEnG_417	142537	151431	304.7	238
EOG091G0EZO	Complete	SczhEnG_422	49380	58370	365.2	249
EOG091G0F0I	Complete	SczhEnG_828	454248	462194	390.8	356
EOG091G0F70	Missing
EOG091G0F93	Complete	SczhEnG_830	492815	507126	563.9	461
EOG091G0FAM	Complete	SczhEnG_1807	95423	102759	355.7	245
EOG091G0FH3	Complete	SczhEnG_4106	187492	195337	162.2	132
EOG091G0FIJ	Complete	SczhEnG_2315	155437	168511	354.3	271
EOG091G0FJB	Complete	SczhEnG_1598	458136	463449	383.1	247
EOG091G0FOR	Complete	SczhEnG_4103	298660	305216	139.0	250
EOG091G0FPM	Complete	SczhEnG_1188	94460	99503	389.2	272
EOG091G0FPV	Complete	SczhEnG_618	80828	85700	446.2	308
EOG091G0FQ2	Complete	SczhEnG_2967	105129	114126	282.9	194
EOG091G0FS8	Complete	SczhEnG_3381	378948	385553	112.2	151
EOG091G0FSK	Complete	SczhEnG_1422	484769	489523	176.2	188
EOG091G0FTU	Complete	SczhEnG_3441	309392	317030	449.9	280
EOG091G0FWS	Complete	SczhEnG_964	21620	32056	412.5	282
EOG091G0FXV	Complete	SczhEnG_627	164981	174098	341.6	280
EOG091G0FYA	Complete	SczhEnG_2978	776619	781761	124.8	173
EOG091G0FYY	Complete	SczhEnG_3530	278321	280106	164.8	166
EOG091G0FZN	Complete	SczhEnG_359	93220	100994	263.6	226
EOG091G0G1G	Missing
EOG091G0G3M	Complete	SczhEnG_3530	86909	97172	405.1	322
EOG091G0G46	Complete	SczhEnG_3257	720043	726626	255.1	198
EOG091G0G58	Missing
EOG091G0G6C	Complete	SczhEnG_417	122207	128054	211.4	149
EOG091G0G6Z	Complete	SczhEnG_3004	15943	21591	260.6	209
EOG091G0G71	Complete	SczhEnG_4076	201403	209751	360.7	253
EOG091G0G88	Complete	SczhEnG_1869	89767	96471	234.6	190
EOG091G0G8R	Complete	SczhEnG_789	52183	56635	239.7	179
EOG091G0G8S	Complete	SczhEnG_24	62896	71312	198.2	201
EOG091G0GA7	Complete	SczhEnG_2243	451796	454552	212.7	162
EOG091G0GA8	Complete	SczhEnG_2662	8576	14612	194.9	191
EOG091G0GBB	Complete	SczhEnG_3644	193973	200575	153.3	175
EOG091G0GD0	Missing
EOG091G0GDF	Complete	SczhEnG_99	615873	622170	427.7	322
EOG091G0GI9	Complete	SczhEnG_2459	237496	244071	138.6	106
EOG091G0GIC	Complete	SczhEnG_3475	353014	357991	246.5	214
EOG091G0GKH	Complete	SczhEnG_412	58931	59656	146.7	145
EOG091G0GKX	Complete	SczhEnG_1560	69629	72508	213.7	226
EOG091G0GMC	Complete	SczhEnG_2169	57043	63786	319.5	190
EOG091G0GN7	Complete	SczhEnG_1714	143057	148741	503.6	316
EOG091G0GOU	Complete	SczhEnG_2459	220850	223934	339.0	217
EOG091G0GQO	Complete	SczhEnG_3781	33056	41130	250.7	219
EOG091G0GUK	Complete	SczhEnG_1706	91602	92363	198.6	169
EOG091G0GVZ	Complete	SczhEnG_2508	7431	19815	370.1	253
EOG091G0GWF	Complete	SczhEnG_1946	366393	373985	467.5	284
EOG091G0GWO	Complete	SczhEnG_3381	60278	69932	280.8	215
EOG091G0GY1	Complete	SczhEnG_549	182684	189467	357.4	280
EOG091G0GZ4	Complete	SczhEnG_1030	283556	289140	140.0	161
EOG091G0H07	Complete	SczhEnG_229	303239	314652	211.0	184
EOG091G0H0S	Complete	SczhEnG_310	689432	700438	279.6	231
EOG091G0H14	Missing
EOG091G0H3D	Complete	SczhEnG_246	149343	156341	356.6	317
EOG091G0H3U	Complete	SczhEnG_1188	246071	254687	357.2	301
EOG091G0H5Q	Complete	SczhEnG_4084	466900	476943	337.8	249
EOG091G0H62	Complete	SczhEnG_4171	103207	115751	323.4	208
EOG091G0H64	Complete	SczhEnG_4308	81148	86278	335.7	281
EOG091G0H6A	Complete	SczhEnG_2007	532873	542517	297.6	153
EOG091G0H6J	Complete	SczhEnG_3090	16077	25814	211.2	207
EOG091G0H8F	Complete	SczhEnG_1927	1	3775	260.3	174
EOG091G0HAI	Complete	SczhEnG_3686	205425	210504	385.7	195
EOG091G0HAT	Complete	SczhEnG_3808	171448	179214	272.1	229
EOG091G0HBC	Missing
EOG091G0HC5	Complete	SczhEnG_3701	433430	438965	236.4	202
EOG091G0HDF	Complete	SczhEnG_4033	8009	17433	124.4	175
EOG091G0HJH	Complete	SczhEnG_2459	53354	60716	381.6	232
EOG091G0HML	Complete	SczhEnG_293	183868	188070	261.8	281
EOG091G0HMT	Complete	SczhEnG_2310	81954	85210	102.2	103
EOG091G0HOK	Complete	SczhEnG_3253	43270	52168	322.9	287
EOG091G0HP9	Complete	SczhEnG_789	177613	182604	200.4	195
EOG091G0HQ3	Complete	SczhEnG_3433	53709	59878	201.2	198
EOG091G0HS4	Complete	SczhEnG_1706	116765	119205	233.6	182
EOG091G0HS8	Complete	SczhEnG_1726	265852	275135	297.4	214
EOG091G0HSB	Complete	SczhEnG_4055	500690	504259	303.7	207
EOG091G0HT4	Complete	SczhEnG_3631	309570	315657	285.6	263
EOG091G0HTU	Complete	SczhEnG_3681	266585	271889	413.8	238
EOG091G0HXI	Complete	SczhEnG_4234	444972	451102	418.0	427
EOG091G0HXJ	Complete	SczhEnG_3092	131656	133282	249.5	240
EOG091G0HYF	Complete	SczhEnG_3058	857276	864181	340.3	201
EOG091G0HZK	Complete	SczhEnG_1809	204132	215046	359.2	267
EOG091G0I1O	Complete	SczhEnG_401	363871	369885	212.9	183
EOG091G0I2X	Complete	SczhEnG_3631	350872	351822	232.2	223
EOG091G0I2Z	Complete	SczhEnG_2712	703908	709952	241.5	211
EOG091G0I5H	Complete	SczhEnG_1897	378152	383798	258.4	252
EOG091G0I7M	Complete	SczhEnG_93	169103	174665	226.8	313
EOG091G0I85	Complete	SczhEnG_1249	43858	49702	265.6	375
EOG091G0I8J	Complete	SczhEnG_3004	1	5585	184.1	169
EOG091G0ID9	Complete	SczhEnG_200	12877	20342	391.9	291
EOG091G0IDE	Complete	SczhEnG_4234	376687	386211	310.1	297
EOG091G0IDG	Complete	SczhEnG_3955	113158	122415	351.5	200
EOG091G0IDP	Complete	SczhEnG_2452	149715	154958	368.9	180
EOG091G0IDS	Complete	SczhEnG_874	1861	9005	157.0	185
EOG091G0IF3	Fragmented	SczhEnG_3234	232085	232949	93.2	91
EOG091G0IGG	Complete	SczhEnG_1760	54858	63454	378.8	211
EOG091G0IHL	Missing
EOG091G0II3	Complete	SczhEnG_2745	249937	257965	249.7	171
EOG091G0ILG	Complete	SczhEnG_3519	69415	74559	239.8	177
EOG091G0ILS	Complete	SczhEnG_3389	249271	254127	174.5	215
EOG091G0IMB	Complete	SczhEnG_121	1	4867	95.9	199
EOG091G0IMD	Complete	SczhEnG_10	437351	448414	297.6	197
EOG091G0IMI	Complete	SczhEnG_2304	149462	157207	274.7	223
EOG091G0IQ7	Complete	SczhEnG_62	9887	18934	321.3	206
EOG091G0IQD	Complete	SczhEnG_4103	322029	330592	371.5	265
EOG091G0IRO	Complete	SczhEnG_4234	412925	422302	227.7	165
EOG091G0IS6	Complete	SczhEnG_4356	89770	102975	368.1	304
EOG091G0ITS	Complete	SczhEnG_4320	72126	81627	406.8	256
EOG091G0IUT	Complete	SczhEnG_4068	14270	21867	203.8	110
EOG091G0IVB	Fragmented	SczhEnG_1051	125230	141687	134.2	116
EOG091G0IWR	Complete	SczhEnG_229	22248	29155	85.6	176
EOG091G0IX8	Complete	SczhEnG_830	436878	444671	224.3	194
EOG091G0IXA	Complete	SczhEnG_830	21899	26355	138.9	158
EOG091G0IXT	Complete	SczhEnG_4396	77300	87859	229.4	186
EOG091G0IXY	Complete	SczhEnG_1345	29647	34223	150.2	162
EOG091G0IYB	Complete	SczhEnG_3808	387687	399892	991.9	651
EOG091G0IZD	Complete	SczhEnG_1706	49477	53661	111.8	150
EOG091G0IZX	Complete	SczhEnG_1812	6446	11319	407.9	199
EOG091G0J09	Complete	SczhEnG_1415	346393	348267	239.2	216
EOG091G0J14	Complete	SczhEnG_992	12437	14897	285.6	167
EOG091G0J2W	Complete	SczhEnG_1221	453958	459041	190.8	208
EOG091G0J56	Complete	SczhEnG_4287	187055	192537	285.6	375
EOG091G0J61	Complete	SczhEnG_4309	94142	101996	144.5	107
EOG091G0J69	Complete	SczhEnG_300	177437	186665	359.3	254
EOG091G0J7A	Complete	SczhEnG_1946	342951	347214	190.3	158
EOG091G0J98	Missing
EOG091G0JBM	Complete	SczhEnG_3054	171150	174898	222.2	171
EOG091G0JBZ	Complete	SczhEnG_869	29709	38780	191.3	188
EOG091G0JC7	Complete	SczhEnG_411	37894	45396	157.2	159
EOG091G0JEC	Complete	SczhEnG_4106	674775	679559	209.5	127
EOG091G0JGU	Complete	SczhEnG_86	55407	64324	177.5	167
EOG091G0JHN	Complete	SczhEnG_2871	5504	15558	147.4	126
EOG091G0JHQ	Complete	SczhEnG_142	152297	162190	328.0	197
EOG091G0JI0	Fragmented	SczhEnG_532	193741	195770	123.8	70
EOG091G0JI1	Missing
EOG091G0JIA	Missing
EOG091G0JMY	Complete	SczhEnG_660	106509	112343	195.5	187
EOG091G0JTG	Complete	SczhEnG_386	40193	41759	73.8	105
EOG091G0JTR	Duplicated	SczhEnG_999	204300	205673	86.9	226
EOG091G0JTR	Duplicated	SczhEnG_999	207014	208384	82.2	189
EOG091G0JU7	Complete	SczhEnG_3512	212167	220996	346.1	227
EOG091G0JUY	Complete	SczhEnG_3492	179652	186096	342.6	185
EOG091G0JWC	Missing
EOG091G0JWK	Complete	SczhEnG_2066	415867	421543	95.7	107
EOG091G0JYQ	Complete	SczhEnG_458	122888	132770	253.4	137
EOG091G0JZV	Complete	SczhEnG_2416	146900	154791	115.9	149
EOG091G0K0D	Complete	SczhEnG_4356	499532	507610	180.4	153
EOG091G0K0H	Complete	SczhEnG_1885	178030	185804	139.4	152
EOG091G0K1G	Complete	SczhEnG_99	298631	302190	447.6	234
EOG091G0K1H	Complete	SczhEnG_78	73680	78639	146.4	123
EOG091G0K1Z	Complete	SczhEnG_4231	395522	402872	206.5	220
EOG091G0K2R	Complete	SczhEnG_3681	265415	268516	252.8	179
EOG091G0K6O	Complete	SczhEnG_2356	42877	44866	149.3	123
EOG091G0K82	Fragmented	SczhEnG_3681	329800	332910	107.5	102
EOG091G0K92	Complete	SczhEnG_74	228116	233922	193.1	155
EOG091G0K95	Fragmented	SczhEnG_4195	85647	87038	79.4	117
EOG091G0K98	Complete	SczhEnG_3670	5	3777	288.4	319
EOG091G0K9M	Complete	SczhEnG_4172	11625	15444	202.0	146
EOG091G0KC3	Complete	SczhEnG_2823	272929	280980	175.9	182
EOG091G0KEQ	Fragmented	SczhEnG_2250	71641	73914	150.6	95
EOG091G0KGO	Complete	SczhEnG_1813	56014	65807	260.0	183
EOG091G0KGX	Complete	SczhEnG_2838	163253	175112	189.6	192
EOG091G0KHF	Complete	SczhEnG_85	142502	148366	335.7	239
EOG091G0KJA	Complete	SczhEnG_4375	8607	18721	186.0	253
EOG091G0KM6	Complete	SczhEnG_4231	534606	537835	246.7	161
EOG091G0KNT	Complete	SczhEnG_3931	59035	67064	209.1	166
EOG091G0KPB	Complete	SczhEnG_2791	361496	369106	178.1	222
EOG091G0KR3	Complete	SczhEnG_4356	457001	460812	264.3	151
EOG091G0KRB	Complete	SczhEnG_3097	68262	75885	233.1	150
EOG091G0KRZ	Complete	SczhEnG_1290	98244	103150	292.7	158
EOG091G0KS8	Complete	SczhEnG_425	57532	62368	250.9	192
EOG091G0KSQ	Missing
EOG091G0KSX	Complete	SczhEnG_3382	209094	218187	154.5	125
EOG091G0KUR	Complete	SczhEnG_3681	96165	103514	236.4	199
EOG091G0KVW	Complete	SczhEnG_310	700551	703917	100.6	144
EOG091G0L2T	Missing
EOG091G0L3L	Complete	SczhEnG_386	325876	333890	204.3	151
EOG091G0L4M	Complete	SczhEnG_276	261764	272464	185.0	160
EOG091G0L4Z	Complete	SczhEnG_2996	48001	52005	129.3	143
EOG091G0L5D	Complete	SczhEnG_1800	97885	100184	281.8	163
EOG091G0L5H	Complete	SczhEnG_4356	333	7520	124.1	111
EOG091G0L5I	Complete	SczhEnG_2508	73052	76687	206.3	141
EOG091G0L5X	Missing
EOG091G0L5Z	Missing
EOG091G0L66	Fragmented	SczhEnG_655	425135	427507	79.0	98
EOG091G0L84	Complete	SczhEnG_99	706135	711583	299.1	221
EOG091G0LAR	Complete	SczhEnG_3838	88429	95398	230.7	175
EOG091G0LB8	Complete	SczhEnG_1760	114260	121955	176.7	153
EOG091G0LBN	Complete	SczhEnG_2740	156847	165355	121.0	188
EOG091G0LCK	Complete	SczhEnG_395	19275	26971	73.1	65
EOG091G0LCT	Complete	SczhEnG_2825	27471	33402	178.5	209
EOG091G0LFF	Complete	SczhEnG_65	479968	484776	298.5	177
EOG091G0LIN	Complete	SczhEnG_2228	80685	85747	349.0	205
EOG091G0LKE	Complete	SczhEnG_2053	81371	83983	206.8	171
EOG091G0LMQ	Complete	SczhEnG_21	134348	139711	195.9	143
EOG091G0LMX	Complete	SczhEnG_1415	132567	141383	173.5	172
EOG091G0LMY	Missing
EOG091G0LO1	Complete	SczhEnG_3097	86271	91058	253.6	172
EOG091G0LP5	Complete	SczhEnG_1313	143814	144962	106.5	91
EOG091G0LPW	Complete	SczhEnG_2085	283843	287636	153.9	160
EOG091G0LRI	Complete	SczhEnG_1030	971938	978301	261.8	172
EOG091G0LS0	Complete	SczhEnG_4006	30456	34221	306.5	187
EOG091G0LT0	Complete	SczhEnG_2304	141104	149106	317.3	183
EOG091G0LT1	Complete	SczhEnG_2019	275971	281763	144.2	103
EOG091G0LT7	Complete	SczhEnG_4068	427856	432490	152.2	212
EOG091G0LTE	Complete	SczhEnG_1652	93116	96370	58.8	169
EOG091G0LVQ	Complete	SczhEnG_1812	229209	234575	219.2	163
EOG091G0LZ0	Complete	SczhEnG_1030	222287	225767	190.7	144
EOG091G0M04	Complete	SczhEnG_2823	124403	128765	224.1	167
EOG091G0M09	Missing
EOG091G0M0J	Complete	SczhEnG_2781	197225	207178	209.8	251
EOG091G0M0S	Complete	SczhEnG_2825	102590	112178	104.9	115
EOG091G0M0T	Complete	SczhEnG_1415	379548	384267	294.0	160
EOG091G0M12	Complete	SczhEnG_3433	1258930	1262088	133.0	111
EOG091G0M22	Complete	SczhEnG_4273	112469	117550	213.6	171
EOG091G0M24	Complete	SczhEnG_1786	1643	5457	142.8	125
EOG091G0M3C	Complete	SczhEnG_152	189559	193409	199.1	165
EOG091G0M4K	Complete	SczhEnG_2823	208867	217351	158.2	296
EOG091G0M4Q	Missing
EOG091G0M8S	Complete	SczhEnG_3433	1205862	1210057	191.2	209
EOG091G0MB2	Complete	SczhEnG_2085	792078	797880	240.4	136
EOG091G0MBG	Missing
EOG091G0MBX	Missing
EOG091G0MCM	Complete	SczhEnG_2893	1	4465	120.2	105
EOG091G0MCZ	Complete	SczhEnG_2013	214214	218049	200.0	181
EOG091G0MDD	Complete	SczhEnG_1188	196287	203481	308.7	197
EOG091G0MDG	Complete	SczhEnG_4230	107527	111585	199.5	163
EOG091G0MDT	Missing
EOG091G0MF6	Missing
EOG091G0MG7	Complete	SczhEnG_1655	158217	168721	96.7	88
EOG091G0MHM	Complete	SczhEnG_4011	12433	17303	127.7	111
EOG091G0MI7	Fragmented	SczhEnG_1047	41479	43732	134.2	76
EOG091G0MJA	Complete	SczhEnG_979	33219	38480	289.4	184
EOG091G0MKY	Complete	SczhEnG_1188	191965	202497	304.3	167
EOG091G0MLD	Complete	SczhEnG_2310	15483	21371	122.3	137
EOG091G0MLX	Fragmented	SczhEnG_2791	609388	610950	133.4	92
EOG091G0MMY	Complete	SczhEnG_2444	220248	224552	185.5	151
EOG091G0MP6	Complete	SczhEnG_4089	23188	27914	260.2	142
EOG091G0MRS	Duplicated	SczhEnG_2740	463449	464495	185.7	155
EOG091G0MRS	Duplicated	SczhEnG_4231	1029345	1030626	199.9	155
EOG091G0MS7	Complete	SczhEnG_1415	385028	390971	202.4	204
EOG091G0MSB	Complete	SczhEnG_2032	147715	158285	460.5	267
EOG091G0MSR	Complete	SczhEnG_3243	46556	48573	138.0	111
EOG091G0MUD	Complete	SczhEnG_538	884277	891214	268.6	164
EOG091G0MVL	Complete	SczhEnG_2838	160686	168421	283.9	168
EOG091G0MVR	Complete	SczhEnG_3852	44216	48535	183.9	218
EOG091G0MY0	Complete	SczhEnG_3803	328529	334943	233.2	153
EOG091G0MY8	Complete	SczhEnG_1598	179259	183448	160.2	189
EOG091G0MZC	Complete	SczhEnG_458	185757	192162	183.4	163
EOG091G0N0A	Complete	SczhEnG_581	50444	56038	180.6	123
EOG091G0N0R	Fragmented	SczhEnG_3584	202591	204086	72.9	103
EOG091G0N0U	Complete	SczhEnG_1067	380431	388974	337.1	241
EOG091G0N2F	Complete	SczhEnG_1422	63182	68603	187.7	123
EOG091G0N9D	Complete	SczhEnG_992	13385	22420	247.5	162
EOG091G0N9Z	Complete	SczhEnG_4200	312070	319018	185.4	155
EOG091G0NH9	Complete	SczhEnG_1655	165571	174484	304.9	168
EOG091G0NIU	Complete	SczhEnG_603	65058	70243	166.0	101
EOG091G0NIY	Complete	SczhEnG_2964	450802	455399	253.8	157
EOG091G0NK3	Complete	SczhEnG_3192	12138	18402	300.4	161
EOG091G0NKD	Complete	SczhEnG_3850	78414	83801	197.3	194
EOG091G0NM1	Complete	SczhEnG_750	345434	355383	74.8	100
EOG091G0NMJ	Fragmented	SczhEnG_1227	38249	39708	127.9	87
EOG091G0NNO	Complete	SczhEnG_3783	26700	34866	464.0	360
EOG091G0NOA	Complete	SczhEnG_2561	60261	68839	186.8	211
EOG091G0NP6	Complete	SczhEnG_3644	201237	205157	133.3	135
EOG091G0NP7	Complete	SczhEnG_1214	6329	12076	130.2	101
EOG091G0NQW	Complete	SczhEnG_2315	410053	423470	331.4	226
EOG091G0NRN	Missing
EOG091G0NTO	Complete	SczhEnG_3275	12735	19336	209.6	142
EOG091G0NTZ	Complete	SczhEnG_1249	125992	133263	183.6	170
EOG091G0NVA	Complete	SczhEnG_1821	97355	107147	239.2	155
EOG091G0O40	Complete	SczhEnG_3255	54501	62096	163.2	153
EOG091G0O4W	Complete	SczhEnG_501	373862	378539	91.1	126
EOG091G0O5A	Complete	SczhEnG_1706	105315	107840	101.4	121
EOG091G0O6E	Complete	SczhEnG_3808	384764	387387	169.5	193
EOG091G0O7O	Complete	SczhEnG_527	100435	108701	168.4	156
EOG091G0O97	Complete	SczhEnG_2555	28328	36583	310.3	394
EOG091G0O9D	Complete	SczhEnG_4375	31555	38839	207.0	150
EOG091G0OFC	Complete	SczhEnG_1891	54515	66372	105.9	160
EOG091G0OHF	Complete	SczhEnG_3323	341484	352025	1089.9	643
EOG091G0OI8	Complete	SczhEnG_4384	100519	103511	320.6	157
EOG091G0OM4	Missing
EOG091G0ONT	Complete	SczhEnG_1725	312228	316517	269.8	186
EOG091G0OPI	Complete	SczhEnG_655	33067	39751	126.1	136
EOG091G0OTI	Complete	SczhEnG_3349	101491	109894	159.8	140
EOG091G0OUM	Complete	SczhEnG_3018	126430	131353	229.4	143
EOG091G0OWC	Complete	SczhEnG_142	999920	1006736	185.9	172
EOG091G0OWI	Complete	SczhEnG_2623	237638	243850	197.4	145
EOG091G0OY0	Complete	SczhEnG_2978	653911	656872	120.4	127
EOG091G0P4K	Complete	SczhEnG_1709	51197	59009	378.6	208
EOG091G0P5H	Complete	SczhEnG_828	633916	638274	171.3	128
EOG091G0P5N	Complete	SczhEnG_276	362524	374407	192.1	134
EOG091G0P9B	Complete	SczhEnG_750	339036	341256	111.3	129
EOG091G0PAG	Complete	SczhEnG_1766	225486	231192	259.9	137
EOG091G0PD3	Complete	SczhEnG_3918	75332	81538	100.2	99
EOG091G0PEI	Complete	SczhEnG_74	495584	504860	271.8	126
EOG091G0PGM	Complete	SczhEnG_3432	159576	167540	138.4	117
EOG091G0PHL	Complete	SczhEnG_458	1	8575	245.4	170
EOG091G0PIU	Complete	SczhEnG_1469	31160	37914	129.9	156
EOG091G0PL0	Complete	SczhEnG_538	60262	65505	277.3	251
EOG091G0PNO	Complete	SczhEnG_2013	25944	31271	126.6	137
EOG091G0PNP	Complete	SczhEnG_3803	189971	195319	234.5	186
EOG091G0PUZ	Complete	SczhEnG_4234	12083	22072	297.1	161
EOG091G0PVT	Complete	SczhEnG_1932	109795	110241	70.8	75
EOG091G0PXB	Complete	SczhEnG_4200	233097	237207	266.9	166
EOG091G0Q02	Complete	SczhEnG_1706	124103	128469	226.1	192
EOG091G0Q05	Complete	SczhEnG_1221	431440	434156	78.0	178
EOG091G0Q1X	Complete	SczhEnG_1249	216594	222501	167.9	97
EOG091G0Q27	Complete	SczhEnG_2522	262773	266823	247.2	208
EOG091G0Q58	Missing
EOG091G0Q7M	Complete	SczhEnG_4399	9603	15676	170.9	149
EOG091G0QBN	Complete	SczhEnG_2392	277045	279382	93.1	82
EOG091G0QCX	Complete	SczhEnG_65	476900	478887	159.1	140
EOG091G0QE1	Complete	SczhEnG_2266	76077	83840	106.8	101
EOG091G0QEQ	Complete	SczhEnG_4200	14952	23560	214.6	203
EOG091G0QGZ	Complete	SczhEnG_3918	411620	417514	245.6	124
EOG091G0QIP	Complete	SczhEnG_1891	33912	35525	173.7	135
EOG091G0QJA	Complete	SczhEnG_2250	286316	288157	174.5	114
EOG091G0QKK	Complete	SczhEnG_137	19707	25125	231.2	150
EOG091G0QNR	Complete	SczhEnG_200	4195	8376	188.6	155
EOG091G0QNW	Complete	SczhEnG_2053	13724	18135	95.9	94
EOG091G0QPG	Complete	SczhEnG_2160	125817	129890	285.5	154
EOG091G0QRW	Complete	SczhEnG_3263	163566	172720	238.3	130
EOG091G0QS4	Complete	SczhEnG_2791	597996	607884	201.8	137
EOG091G0QS6	Complete	SczhEnG_1813	104637	108847	74.5	94
EOG091G0QUH	Complete	SczhEnG_1932	22119	27621	165.9	148
EOG091G0QW9	Complete	SczhEnG_1180	264541	269047	269.3	203
EOG091G0QZ2	Complete	SczhEnG_2013	13463	16493	138.8	99
EOG091G0R04	Complete	SczhEnG_655	454991	460665	178.8	151
EOG091G0R0A	Complete	SczhEnG_841	86842	88615	206.5	165
EOG091G0R21	Complete	SczhEnG_2448	5158	13411	183.8	146
EOG091G0R3S	Complete	SczhEnG_4084	197988	208535	233.4	233
EOG091G0R6Z	Complete	SczhEnG_4124	165884	172621	273.7	171
EOG091G0R9X	Complete	SczhEnG_1427	171659	177042	212.8	146
EOG091G0RA2	Complete	SczhEnG_4234	16685	20577	200.9	101
EOG091G0RCI	Missing
EOG091G0RHX	Complete	SczhEnG_99	105374	108102	116.3	87
EOG091G0RI9	Complete	SczhEnG_828	376152	382466	98.1	146
EOG091G0RKU	Complete	SczhEnG_3253	115241	117680	138.0	115
EOG091G0RM8	Complete	SczhEnG_310	678812	686405	157.2	122
EOG091G0RPE	Complete	SczhEnG_3433	1209448	1212382	166.2	110
EOG091G0RR3	Complete	SczhEnG_1707	34415	38640	183.0	161
EOG091G0RRA	Complete	SczhEnG_2351	299579	304383	108.1	143
EOG091G0RRE	Complete	SczhEnG_1700	22206	30212	129.6	116
EOG091G0RRN	Missing
EOG091G0RRT	Fragmented	SczhEnG_3206	1146771	1147578	102.6	65
EOG091G0RT1	Complete	SczhEnG_2712	1810608	1818979	336.0	199
EOG091G0RTI	Complete	SczhEnG_3686	98770	103568	205.4	155
EOG091G0RTZ	Complete	SczhEnG_2315	898374	901943	182.7	84
EOG091G0RVD	Complete	SczhEnG_1477	70904	76014	192.6	123
EOG091G0RWI	Missing
EOG091G0RWW	Complete	SczhEnG_2228	274491	279668	136.1	106
EOG091G0S0I	Complete	SczhEnG_2967	63626	68773	139.2	127
EOG091G0S2R	Complete	SczhEnG_3574	5644	10752	171.7	252
EOG091G0S5L	Complete	SczhEnG_4230	23519	37233	238.4	187
EOG091G0S8Y	Complete	SczhEnG_3447	244007	250292	174.2	123
EOG091G0SAU	Missing
EOG091G0SB2	Complete	SczhEnG_2844	1112535	1116425	236.3	150
EOG091G0SBR	Complete	SczhEnG_2065	11914	15467	160.7	128
EOG091G0SCV	Complete	SczhEnG_3058	282699	286172	65.6	77
EOG091G0SGH	Complete	SczhEnG_1415	369194	378322	159.0	153
EOG091G0SGT	Complete	SczhEnG_2459	224177	227019	96.7	114
EOG091G0SM9	Complete	SczhEnG_1586	38575	42991	149.5	128
EOG091G0SNM	Complete	SczhEnG_3681	63499	70032	190.2	117
EOG091G0SOZ	Complete	SczhEnG_3487	402252	412100	456.5	443
